vocab_number,poj,poj_sandhi,taiwanese_hanji,english
14,Chi̍t niá khò· ài lōa-chē chîⁿ?,Chi̍t3 niá1 khò· ài2 lōa3-chē3 chîⁿ?,一領褲愛偌濟錢?,How much is one pair of pants?
15,Chhiáⁿ lí khui thang-á-mn̂g.,Chhiáⁿ1 lí1 khui7 thang7-á1-mn̂g.,請你開窗仔門.,Please open the windows.
16,chi̍t-kóa chîⁿ,chi̍t3-kóa1 chîⁿ,一寡錢,a bit of money.
16,Góa boeh khì bé chi̍t-kóa mi̍h-kiāⁿ.,Góa1 boeh2 khì2 bé1 chi̍t3-kóa1 mi̍h3-kiāⁿ.,我欲去買一寡物件.,I'm going to buy a few things.
16,"Tī chia ū chi̍t-kóa saⁿ; sī sím-mih-lâng ê?","Tī3 chia ū3 chi̍t3-kóa1 saⁿ; sī3 sím1-mih2-lâng ê?","佇遮有一寡衫; 是啥物人的?",There are some clothes here; whose are they?
17,Mn̂g ū koaiⁿ bô·?,Mn̂g7 ū3 koaiⁿ bô·3?,門有關無?,Is the door closed?
18,Kúi ê lâng?,Kúi1 ê7 lâng?,幾个人?,How many people?
18,Bô kúi ê.,Bô7 kúi1 ê.,無幾个.,Not many.
18,Kúi kho·?,Kúi1 kho·?,幾箍?,How much money?
18,Bô kúi kho·.,Bô7 kúi1 kho·.,無幾箍.,Not much money.
19,Lán lâi-khì.,Lán1 lâi7-khì.,咱來去.,Let's go.
19,Lán lâi-khì chia̍h-pn̄g.,Lán1 lâi7-khì2 chia̍h3-pn̄g.,咱來去食飯.,Let's go eat.
19,Góan bô ài lâi-khì chia̍h-pn̄g.,Góan1 bô7 ài2 lâi7-khì2 chia̍h3-pn̄g.,阮無愛來去食飯.,We don't want to go and eat.
21,Lí sím-mih tōa-miâ?,Lí1 sím1-mih2 tōa3-miâ?,你啥物大名?,What is your (great) given name?
22,Che m̄-sī góa ê mi̍h-kiāⁿ.,Che m̄3-sī3 góa1 ê7 mi̍h3-kiāⁿ.,這毋是我的物件.,This thing is not mine.
23,"Mn̂g bô koaiⁿ; lí khì koaiⁿ.","Mn̂g bô7 koaiⁿ; lí1 khì2 koaiⁿ.","門無關; 你去關.",The door is not closed; go and close it.
24,"Góa nā boeh khì, lí boeh khì bô·?","Góa1 nā3 boeh2 khì, lí1 boeh2 khì bô·3?","我若欲去, 你欲去無?","If I go, will you go?"
24,"Che nā-sī góa ê, góa boeh hō· lí.","Che nā3-sī3 góa1 ê, góa1 boeh2 hō· lí7.","這若是我的, 我欲予你.","If this were mine, I'd give it to you."
25,"Góa boeh bé saⁿ niá saⁿ, nn̄g niá khò·.","Góa1 boeh2 bé1 saⁿ7 niá1 saⁿ, nn̄g3 niá1 khò·.","我欲買三領衫, 兩領褲.",I'm going to buy 3 shirts and 2 pairs of pants.
26,I khì toh-ūi?,I7 khì2 toh2-ūi?,伊去佗位?,Where did he go?
26,"I tī chhù-nih, bô khì toh.","I7 tī3 chhù-nih3, bô7 khì2 toh.","伊佇厝裡, 無去佗.",He's at home; he didn't go anywhere.
27,hó pêng-iú,hó1 pêng7-iú,好朋友,good friend.
27,Sím-mih-lâng sī lí ê hó pêng-iú?,Sím1-mih2-lâng sī3 lí1 ê7 hó1 pêng7-iú?,啥物人是你的好朋友?,Who is your good friend?
28,Chhiáⁿ lí chi̍t pún chheh hō· góa khòaⁿ.,Chhiáⁿ1 lí1 chi̍t3 pún1 chheh hō·3 góa1 khòaⁿ.,請你一本冊予我看.,Please give me a book to read.
29,Góa ê saⁿ tī toh-ūi?,Góa1 ê7 saⁿ tī3 toh2-ūi?,我的衫佇佗位?,Where is my shirt/dress?
30,Lí ê saⁿ-khò· boeh sé bô·?,Lí1 ê7 saⁿ7-khò· boeh2 sé1 bô·3?,你的衫褲欲洗無?,Do you want your clothes washed?
31,sé saⁿ,sé1 saⁿ,洗衫,wash clothes.
31,Góa ê saⁿ iáu-bōe sé.,Góa1 ê7 saⁿ iáu1-bōe3 sé.,我的衫猶未洗.,I haven't done my laundry yet.
32,Góa ê chheh ū siá góa ê sèⁿ-miâ.,Góa1 ê7 chheh ū3 siá1 góa1 ê7 sèⁿ2-miâ.,我的冊有寫我的姓名.,I wrote my name in my books.
34,Thang-á-mn̂g lí ài khui bô·?,Thang7-á1-mn̂g lí1 ài2 khui bô·3?,窗仔門你愛開無?,Do you want the window opened?
35,Lí ê chheh tī góa chia.,Lí1 ê7 chheh tī3 góa1 chia.,你的冊佇我遮.,I have your book. (It is at my place.)
35,Tī chheh-nih ū siá góa ê miâ.,Tī3 chheh-nih3 ū3 siá1 góa1 ê7 miâ.,佇冊裡有寫我的名.,My name is in the book.
36,Lí boeh khì toh-ūi?,Lí1 boeh2 khì2 toh2-ūi?,你欲去佗位?,Where are you going?
36,Góa boeh khì Tâi-pak.,Góa1 boeh2 khì2 Tâi7-pak.,我欲去台北.,I'm going to Taipei.
36,Góa bô boeh khì tah.,Góa1 bô7 boeh2 khì2 tah.,我無欲去佗.,I'm not going anywhere.
