vocab_number,poj,poj_sandhi,taiwanese_hanji,english
10,Kin-á-ji̍t ê chhài chiok hó-chia̍h.,Kin7-á1-ji̍t ê7 chhài chiok2 hó1-chia̍h.,今仔日的菜足好食.,The food today was terrific.
10,Lí chhēng chit niá saⁿ chiok súi.,Lí1 chhēng3 chit2 niá1 saⁿ chiok2 súi.,你穿這領衫足媠.,That dress looks stunning on you.
11,Siau-hin-chíu,Siau7-hin7-chíu,紹興酒,a brand of rice wine.
11,Be̍h-á-chíu,Be̍h-á1-chíu,麥仔酒,beer (lit. barley liquor).
11,Chit poe sī chíu á-sī tê?,Chit2 poe sī3 chíu á1-sī3 tê?,這杯是酒抑是茶?,Is this glass liquor or tea?
11,Lí ài lim sím-mih khoán ê chíu?,Lí1 ài2 lim7 sím1-mih2 khoán ê7 chíu?,你愛啉啥物款的酒?,What kind of liquor do you want?
12,chiū-hó/tō-hó,chiū3-hó/tō3-hó,就好,and that will be enough / OK.
12,"Góa bô-êng, lí khì tō hó.","Góa1 bô7-êng, lí1 khì tō3 hó.","我無閒, 你去就好.","I'm busy; you go and that will be good enough."
12,Nā jīn-chin tha̍k chiū ē-hiáu.,Nā3 jīn3-chin7 tha̍k3 chiū3 ē3-hiáu.,若認真讀就會曉.,If you study zealously you'll get it.
13,Lí cha-hng ū chùi bô·?,Lí1 cha7-hng ū3 chùi bô·3?,你昨昏有醉無?,Did you get drunk yesterday?
13,"Mài koh lim, ē chiú-chùi.","Mài2 koh2 lim, ē3 chiú1-chùi.","莫閣啉, 會醉.","Don't drink any more, you'll be drunk."
14,"Chiah ê chhài sī lí chú-ê, sī bô·?","Chiah2 ê7 chhài sī3 lí1 chú-ê3, sī bô·3?","遮的菜是你煮的, 是無?",Was it you who cooked this food?
14,Lí teh chú-pn̄g bōe?,Lí1 teh2 chú1-pn̄g bōe3?,你煮飯好未?,Have you started the cooking yet?
15,Lí tē-cha̍p-jī khò chún-pī hó bōe?,Lí1 tē3-cha̍p3-jī3 khò chún1-pī3 hó bōe3?,你第十二課準備好未?,Have you prepared Ls 12 yet?
15,I chím-á chún-pī boeh khì Biâu-le̍k.,I7 chím1-á chún1-pī3 boeh2 khì2 Biâu7-le̍k.,伊這馬準備欲去苗栗.,He's preparing to go to Miaoli now.
16,chhēng-ê,chhēng3-ê,穿鞋,to wear shoes.
16,Góa boeh khì bé chi̍t siang ê.,Góa1 boeh2 khì2 bé1 chi̍t3 siang7 ê.,我欲去買這雙鞋.,I'm going to buy a pair of shoes.
16,"Lí chhēng-ê, boeh khì toh?","Lí1 chhēng3-ê, boeh2 khì2 toh?","你穿鞋, 欲去佗?",You've got your shoes on; where are you going?
17,Tha̍k-chheh ê-sî mài kóng-ōe.,Tha̍k3-chheh ê7-sî mài2 kóng1-ōe.,讀冊的時莫講話.,Don't talk while you're studying.
17,"I lâi ê sî-chūn, goán chia̍h-pn̄g chia̍h pá á.","I7 lâi7 ê7 sî7-chūn, goán1 chia̍h3-pn̄g chia̍h3 pá á.","伊來的時陣, 阮食飯食飽矣.",We had already eaten when he came in.
18,"Pháiⁿ-sè, góa bē-tàng khì.","Pháiⁿ1-sè, góa1 bē3-tàng2 khì.","歹勢, 我袂當去.","I can't go, sorry."
18,Lí ē-tàng kā góa bé bô·?,Lí1 ē3-tàng2 kā3 góa1 bé bô·3?,你會當共我買無?,Can you buy it for me?
19,Khì chhù-gōa chhit-thô.,Khì2 chhù2-gōa chhit2-thô.,去厝外𨑨迌.,Go outside the house to play.
20,Goán chhù chin hn̄g.,Goán1 chhù chin7 hn̄g.,阮厝真遠.,My house is far away.
20,Tùi chia khì khah hn̄g.,Tùi2 chia khì khah2 hn̄g.,對遮去較遠.,It's farther this way.
21,pháiⁿ-khùn,pháiⁿ1-khùn,歹睏,restless in sleep / hard to get to sleep.
21,Hit ê gín-á chin hó-khùn.,Hit2 ê7 gín1-á chin7 hó1-khùn.,彼个囡仔真好睏.,The child sleeps well.
21,Nā ū lim-chiú tō chin hó-khùn.,Nā3 ū3 lim7-chíu tō3 chin7 hó1-khùn.,若有啉酒會真好睏.,If you drink liquor you get a sound sleep.
21,"I chin pháiⁿ-khùn, só·-í bô lâng ài kah i khùn.","I7 chin7 pháiⁿ1-khùn, só·1-í1 bô7 lâng7 ài2 kah2 i7 khùn.","伊真歹睏, 所以無人愛佮伊睏.","He's restless in sleep, so no one wants to sleep with him."
21,Chit keng nn̄g ê lâng khùn chin pháiⁿ-khùn.,Chit2 keng nn̄g3 ê7 lâng khùn3 chin7 pháiⁿ1-khùn.,這間兩个人睏真歹睏.,This room is not suitable for 2 people to sleep in.
22,Chit ê hoat-tō· chīn hó.,Chit2 ê7 hoat2-tō· chīn3 hó.,這个方法真好.,This method is very good.
22,Góa bô pān-hoat kā lí chò.,Góa1 bô7 pān3-hoat kā3 lí1 chò.,我無辦法共你做.,I have no way of doing that for you.
23,"To-sīa, góa í-keng chia̍h pá á.","Tō-sīa, góa1 í1-keng7 chia̍h3 pá á.","就是, 我已經食飽矣.","Thanks, I've eaten already."
24,"Lí chhēng án-ni, chin iân-tâu.","Lí1 chhēng3 án1-ni, chin7 iân7-tâu.","你穿按呢, 真緣投.",You look handsome in that getup.
26,Góa chia̍h kah chin pá.,Góa1 chia̍h3 kah2 chin7 pá.,我食甲真飽.,I ate till I was stuffed.
26,I khòaⁿ tiān-sī kah cha̍p-it-tiám.,I7 khòaⁿ2 tiān3-sī kah2 cha̍p3-it2-tiám.,伊看電視甲十一點.,He watched TV until 11:00.
27,Kan-nā ū gō· ê lâng boeh khì.,Kan7-nā3 ū3 gō·3 ê7 lâng boeh2 khì.,干焦有五个人欲去.,Only 5 people are going.
27,Góa chí-ū chi̍t pún niā-niā.,Góa1 chí1-ū3 chi̍t3 pún niā3-niā.,我只有一本爾爾.,I have only one book.
28,"Chit kha tī chia; iáu hit kha tī toh-ūi?","Chit2 kha tī3 chia; iáu1 hit2 kha tī3 toh2-ūi?","這隻佇遮; 另彼隻佇佗位?","There's one here; where's the other?"
29,Lí ài bé toh chi̍t khoán-ê?,Lí1 ài2 bé1 toh2 chi̍t3 khoán-ê3?,你愛買佗一款的?,Which kind do you want to buy?
29,Chit khoán tāi-chì chin pháiⁿ-chò.,Chit2 khoán1 tāi3-chì chin7 pháiⁿ1-chò.,這款代誌真歹做.,It's very hard to do this type of thing.
30,Goán chhù chin kīn.,Goán1 chhù chin7 kīn.,阮厝真近.,My house is very near.
31,"In tī chhia-lāi, bē ài chhut-lâi.","In7 tī3 chhia7-lāi, bē3 ài2 chhut-lâi3.","𪜶佇車內, 袂愛出來.",They're in the bus and don't want to come out.
32,Lí tòa chit keng khah liâng.,Lí1 tòa3 chit2 keng khah2 liâng.,你蹛這間較涼.,This room you're staying in is rather cool.
32,Kà-chheh ū chīn liâng bô·?,Kà2-chheh ū3 chīn3 liâng bô·3?,教冊有真涼無?,Is teaching a nice job?
33,Chhiáⁿ lín ngeh khit-lâi chia̍h.,Chhiáⁿ1 lín1 ngeh2 khit2-lâi7 chia̍h.,請恁挾起來食的.,Help yourselves; go ahead and eat.
34,òaⁿ-òaⁿ,òaⁿ2-òaⁿ,晏晏,rather late.
34,khah òaⁿ,khah2 òaⁿ,較晏,later / rather late.
34,Góa chái-khí chīn òaⁿ lâi.,Góa1 chái1-khí chīn3 òaⁿ2 lâi.,我早起真晏來.,I came very late this morning.
34,Góa òaⁿ-òaⁿ chiah peh-khit-lâi.,Góa1 òaⁿ2-òaⁿ chiah2 peh-khit3-lâi3.,我晏晏才爬起來.,I didn't get up till rather late.
35,Lí chia̍h kúi óaⁿ pn̄g?,Lí1 chia̍h3 kúi1 óaⁿ1 pn̄g?,你食幾碗飯?,How many bowls of rice did you eat?
35,Hit óaⁿ thng lí ū lim bô·?,Hit2 óaⁿ1 thng lí1 ū3 lim bô·3?,彼碗湯你有啉無?,Did you drink that bowl of broth?
36,Nā chia̍h pá tio̍h-ài sé óaⁿ-pôaⁿ.,Nā3 chia̍h3 pá tio̍h3-ài2 sé1 óaⁿ1-pôaⁿ.,若食飽著愛洗碗盤.,When we're finished eating we have to wash the dishes.
37,Chi̍t tè pôaⁿ-á.,Chi̍t3 tè2 pôaⁿ7-á.,一塊盤仔.,A plate / a dish.
37,Chi̍t pôaⁿ chhài.,Chi̍t3 pôaⁿ7 chhài.,一盤菜.,A plate or dish of food.
39,Chit khoán ê ê siang ài lōa-chē?,Chit2 khoán ê7 ê siang ài2 lōa3-chē?,這款的鞋雙愛偌濟?,How much is a pair of this kind of shoe?
39,"Lâng ū chi̍t siang chhiú, chi̍t siang kha.","Lâng ū3 chi̍t3 siang7 chhiú, chi̍t3 siang7 kha.","人有一雙手, 一雙跤.",Humans have a pair of hands and a pair of feet.
40,Lí chhēng chit niá saⁿ chin súi.,Lí1 chhēng3 chit2 niá1 saⁿ chin7 súi.,你穿這領衫真媠.,This dress you're wearing is very beautiful.
40,I hit tâi chhia chin súi.,I7 hit2 tâi7 chhia chin7 súi.,伊彼台車真媠.,That car of his is a beauty.
41,Chhiáⁿ lí lim thng.,Chhiáⁿ1 lí1 lim7 thng.,請你啉湯.,Have some broth.
41,chhài-thng,chhài2-thng,菜湯,soup (with vegetables/meat).
42,Iōng thng-sî lim thng.,Iōng3 thng7-sî lim7 thng.,用湯匙啉湯.,Drink the broth with a spoon.
43,"Tio̍h là, ...","Tio̍h là, ...","著啦, ...","Come to think of it, ..."
43,Góa án-ni kóng tio̍h bô·?,Góa1 án1-ni kóng1 tio̍h bô·3?,我按呢講著無?,Is what I said correct?
43,Tio̍h là.,Tio̍h là.,著啦.,It's right.
43,Bô m̄-tio̍h.,Bô7 m̄3-tio̍h.,無毋著.,Right / correct.
43,Án-ni chin tio̍h.,Án1-ni chin7 tio̍h.,按呢真著.,That's very correct.
43,Án-ni m̄-tio̍h.,Án1-ni m̄3-tio̍h.,按呢毋著.,That's not right.
43,I án-ni kóng m̄-tio̍h.,I7 án1-ni kóng m̄3-tio̍h.,伊按呢講毋著.,What he says is not correct.
43,"Sit-lé, góa chò m̄-tio̍h.","Sit2-lé, góa1 chò m̄3-tio̍h.","失禮, 我做毋著.","I made a mistake, sorry."
44,Bîn-á-chài góa tio̍h-ài khì Biâu-le̍k.,Bîn7-á1-chài góa1 tio̍h3-ài2 khì2 Biâu7-le̍k.,明仔載我著愛去苗栗.,I have to go to Miaoli tomorrow.
44,Lí tio̍h siá-jī bô·?,Lí1 tio̍h siá1-jī bô·3?,你著寫字無?,Do you have any homework?
45,Chhiáⁿ lí siá tòa chia.,Chhiáⁿ1 lí1 siá1 tòa2 chia.,請你寫蹛遮.,Please write it here.
45,"Lí tòa chia chhit-thô, mài chhut-khì.","Lí1 tòa2 chia chhit2-thô, mài2 chhut-khì.","你蹛遮𨑨迌, 莫出去.","Play here; don't go outside."
45,Góa bîn-á-àm boeh tòa i hia chia̍h.,Góa1 bîn7-á1-àm boeh2 tòa2 i7 hia chia̍h.,我明仔暗欲蹛伊遐食.,I'm going to eat at his place tomorrow night.
