vocab_number,poj,poj_sandhi,taiwanese_hanji,english
14,"I ti̍t-ti̍t chò, chò bô hioh-khùn.","I7 ti̍t3-ti̍t chò, chò bô7 hioh2-khùn.","伊直直做, 做無歇睏.",He keeps on working and doesn't take a break.
15,kà-chheh,kà2-chheh,教冊,to teach.
15,Sím-mih-lâng kà lí án-ni chò?,Sím1-mih2-lâng kà2 lí1 án1-ni chò?,啥物人教你按呢做?,Who taught you to do it like that?
15,In thài-thài tī ha̍k-hāu teh kà-chheh.,In7 thài2-thài tī3 ha̍k3-hāu teh2 kà2-chheh.,𪜶太太佇學校咧教冊.,His wife is a teacher in school.
16,"Chhiáⁿ lí kah góa khì, hó bô·?","Chhiáⁿ1 lí1 kah2 góa1 khì, hó bô·3?","請你佮我去, 好無?","Please go with me, OK?"
16,"Góa bô-êng, lí ka-tī khì, hó bô·?","Góa1 bô7-êng, lí1 ka7-tī khì, hó bô·3?","我無閒, 你家己去, 好無?","I'm busy; how about going by yourself?"
16,Ka-tī chi̍t-ê khì khòaⁿ tiān-iáⁿ bô ì-sù.,Ka7-tī chi̍t3-ê7 khì2 khòaⁿ2 tiān3-iáⁿ bô7 ì2-sù.,家己一个去看電影無意思.,It's crazy to go to a movie by yourself.
17,Kám án-ni?,Kám2 án1-ni?,敢按呢?,How can this be?
17,"I khì toh-ūi, lí kám m̄-chai-iáⁿ?","I7 khì2 toh2-ūi, lí1 kám2 m̄3-chai7-iáⁿ?","伊去佗位, 你敢毋知影?",Do you mean to say you don't know where he went?
17,"Lí kóng chit jī sī tē-saⁿ siaⁿ, kám án-ni?","Lí1 kóng1 chit2 jī sī3 tē3-saⁿ3 siaⁿ, kám1 án1-ni?","你講這字是第三聲, 敢按呢?",You say this word is in the 3rd tone — how can that be possible?
18,"Sit-lé, che góa khah m̄-chai-iáⁿ; i khah chai-iáⁿ.","Sit2-lé, che góa1 khah2 m̄3-chai7-iáⁿ; i7 khah2 chai7-iáⁿ.","失禮, 這我較毋知影; 伊較知影.","Sorry, I don't know much about this; he knows more."
18,Lí khah ài chia̍h keng-chio á-sī khah ài chia̍h kam-á?,Lí1 khah2 ài2 chia̍h3 keng7-chio á1-sī3 khah2 ài2 chia̍h3 kam7-á?,你較愛食弓蕉抑是較愛食柑仔?,Do you prefer bananas or do you like tangerines?
19,"Thang-á-mn̂g ài khui, khong-khì chiah khah hó.","Thang7-á1-mn̂g ài2 khui, khong7-khì chiah2 khah2 hó.","窗仔門愛開, 空氣才較好.","You have to open the windows, only then will the air be better."
20,Kiò i lâi.,Kiò2 i7 lâi.,叫伊來.,Tell him to come.
20,Góa teh kiò lí; lí án-chóaⁿ bô ài ìn?,Góa1 teh2 kiò lí3; lí1 án1-chóaⁿ bô7 ài2 ìn?,我咧叫你; 你按怎無愛應?,I'm calling you; why don't you answer?
21,Lí chím-á tha̍k kok-hāu kúi nî ê?,Lí1 chím1-á tha̍k3 kok2-hāu kúi1 nî ê7?,你這馬讀國校幾年的?,What year of primary school are you in now?
21,Sì-nî-ê.,Sì2-nî-ê7.,四年的.,4th year.
22,Thih-bé bé kū-ê khah sio̍k.,Thih2-bé bé1 kū-ê7 khah2 sio̍k.,鐵馬買舊的較俗.,If you buy an old bicycle it's cheaper.
22,Kū o·-thó·-bái chin pháiⁿ-khiâ.,Kū3 o·7-thó·1-bái chin7 pháiⁿ1-khiâ.,舊機車真歹騎.,An old motorcycle is pretty hard to ride.
23,Ka-tī ū chhia chin lī-piān.,Ka7-tī ū3 chhia chin7 lī3-piān.,家己有車真利便.,It's very convenient to have your own car.
24,Tùi chia khì bô lō·.,Tùi2 chia khì2 bô7 lō·.,對遮去無路.,There's no road through here.
24,Chit tiâu lō· chin hó-kîaⁿ.,Chit2 tiâu7 lō· chin7 hó1-kîaⁿ.,這條路真好行.,This road is good for traveling.
24,tōa-lō·,tōa3-lō·,大路,main road.
24,Mài khì lō·-nih chhit-thô.,Mài2 khì2 lō·-nih7 chhit2-thô.,莫去路裡𨑨迌.,Don't go playing in the road.
25,Chit khò iáu-bōe lo̍k-im.,Chit2 khò iáu1-bōe3 lo̍k3-im.,這課猶未錄音.,We haven't recorded this lesson yet.
25,Chit tiám-cheng ài lâi lo̍k tē-cha̍p khò.,Chit2 tiám1-cheng ài2 lâi7 lo̍k3 tē3-cha̍p3 khò.,這點鐘愛來錄第十課.,This period let's record Ls 10.
26,Lí chit tâi lo̍k-im-ki tī toh-ūi bé ê?,Lí1 chit2 tâi7 lo̍k3-im7-ki tī3 toh2-ūi bé ê3?,你這台錄音機佇佗位買的?,Where did you buy this recorder?
27,Hit tè lo̍k-im-tòa ê siaⁿ hó bô·?,Hit2 tè2 lo̍k3-im7-tòa ê7 siaⁿ hó bô·3?,彼塊錄音帶的聲好無?,Does that tape sound good?
28,"Khì hia; mài lâi chia.","Khì2 hia; mài2 lâi7 chia.","去遐; 莫來遮.","Go over there; don't come here."
28,Mài án-ni!,Mài2 án1-ni!,莫按呢!,Stop that!
29,Chin sio̍k; lí ná bô ài bé?,Chin7 sio̍k; lí1 ná bô7 ài2 bé?,真俗; 你哪無愛買?,That very cheap; why don't you want to buy it?
29,Ná ū lâng án-ni kóng?,Ná ū3 lâng7 án1-ni kóng?,哪有人按呢講?,How can it be that anyone would say that?
30,Lí lâi Tâi-oân boeh tòa kúi nî?,Lí1 lâi7 Tâi7-oân boeh2 tòa2 kúi1 nî?,你來台灣欲蹛幾年?,How long will you stay on Taiwan?
30,Boeh tòa chin-chē nî.,Boeh2 tòa2 chin7-chē3 nî.,欲蹛真濟年.,I'll stay many years.
30,Kok-hāu ài tha̍k la̍k nî.,Kok2-hāu ài2 tha̍k3 la̍k3 nî.,國校愛讀六年.,Primary school is 6 years.
31,"Ò·, ū-iáⁿ pháiⁿ-tha̍k.","Ò·, ū3-iáⁿ1 pháiⁿ1-tha̍k.","哦, 有影歹讀.","Oh, it's true that it's difficult to study."
32,Lí ē-hiáu sái chhia bô·?,Lí1 ē3-hiáu1 sái1 chhia bô·3?,你會曉駛車無?,Do you know how to drive?
33,Chit pún chheh chin sè-pún.,Chit2 pún1 chheh chin7 sè2-pún.,這本冊真細本.,This book is very small.
33,Góa ê gín-á lóng iáu chin sè-hàn.,Góa1 ê7 gín1-á lóng1 iáu1 chin7 sè2-hàn.,我的囡仔攏猶真細漢.,All my kids are still small.
34,I kin-á-ji̍t khiâ sin o·-thó·-bái lâi ha̍k-hāu.,I7 kin7-á1-ji̍t khiâ7 sin7 o·7-thó·1-bái lâi7 ha̍k3-hāu.,伊今仔日騎新機車來學校.,He rode a new motorcycle to school today.
35,Lí thiaⁿ siu-im-ki bô·?,Lí1 thiaⁿ siu7-im7-ki bô·3?,你聽收音機無?,Do you want to listen to the radio?
35,"Lâng teh kóng-ōe, siu-im-ki mài khui.","Lâng7 teh2 kóng1-ōe, siu7-im7-ki mài2 khui.","人咧講話, 收音機莫開.","People are talking; don't turn on the radio."
36,Lí tòa tī sím-mih só·-chāi?,Lí1 tòa2 tī3 sím1-mih2 só·1-chāi?,你蹛佇啥物所在?,Where do you live?
36,"Góa khòaⁿ, chng-kha khah hó-tòa ê só·-chāi.","Góa1 khòaⁿ, chng7-kha khah2 hó1-tòa ê7 só·1-chāi.","我看, 庄跤較好蹛的所在.",I think the rural area is a better place to live.
38,I teh kóng-ōe chin hó-thiaⁿ.,I7 teh2 kóng1-ōe chin7 hó1-thiaⁿ.,伊咧講話真好聽.,He's really nice to listen to.
38,"Lí thiaⁿ, he sī sím-mih siaⁿ?","Lí1 thiaⁿ, he sī3 sím1-mih2 siaⁿ?","你聽, 彼是啥物聲?",Listen. What's that sound?
38,Chit ê gín-á bē-hiáu thiaⁿ.,Chit2 ê7 gín1-á bē3-hiáu1 thiaⁿ.,這个囡仔無曉聽.,Children don't understand this word/phrase.
39,tiām-tiām,tiām3-tiām,恬恬,keep silent / not move.
39,I chin tiām.,I7 chin7 tiām.,伊真恬.,He is very quiet.
39,Chia chin tiām.,Chia chin7 tiām.,遮真恬.,This is a quiet place.
39,"Góa mn̄g i, i lóng tiām-tiām.","Góa1 mn̄g i7, i7 lóng1 tiām3-tiām.","我問伊, 伊攏恬恬.",I asked him but he wouldn't answer at all.
40,Góa ū chi̍t tiâu būn-tê boeh chhiáⁿ-mn̄g lí.,Góa1 ū3 chi̍t3 tiâu7 būn3-tê boeh2 chhiáⁿ1-mn̄g lí7.,我有一條問題欲請問你.,I have a problem I would like to ask you about.
40,I tòa tī hit tiâu lō·.,I7 tòa3 tī3 hit2 tiâu7 lō·.,伊蹛佇彼條路.,He lives on that road.
41,To·-chhī ê khong-khì chin pháiⁿ.,To·7-chhī ê7 khong7-khì chin7 pháiⁿ.,都市的空氣真歹.,The air in a big city is very bad.
42,Lí tòa tī toh-ūi?,Lí1 tòa2 tī3 toh2-ūi?,你蹛佇佗位?,Where do you live?
42,"Mài tńg-khì, tòa goán chia, hó bô·?","Mài2 tńg-khì, tòa2 goán1 chia, hó bô·3?","莫轉去, 蹛阮遮, 好無?","Don't go home; stay here at our place, OK?"
43,Toh-á ū khah tōa-tè-ê bô·?,Ū3 tōa3-tè-ê toh2-á bô·3?,有大塊的桌仔無?,Do you have a bigger table?
43,Kam-á ài tōa lia̍p khah hó-chia̍h.,Kam7-á ài2 tōa3 lia̍p khah2 hó1-chia̍h.,柑仔愛大粒較好食.,Bigger tangerines are better tasting.
44,"Che sī tōa-lâng chhēng-ê, m̄-sī gín-á chhēng-ê.","Che sī3 tōa3-lâng chhēng-ê7, m̄3-sī3 gín1-á chhēng-ê7.","這是大人穿的, 毋是囡仔穿的.","This is for an adult, not a child."
45,"Ū-sî góa khì i hia, ū-sî i lâi goán chia.","Ū3-sî7 góa1 khì2 i7 hia, ū3-sî7 i7 lâi7 goán1 chia.","有時我去伊遐, 有時伊來阮遮.","Sometimes I go to his place; sometimes he comes here."
45,"M̄-sī tiāⁿ-tiāⁿ i chhiáⁿ góa, ū-sî-á góa chhiáⁿ i.","M̄3-sī3 tiāⁿ3-tiāⁿ i7 chhiáⁿ1 góa, ū3-sî7-á1 góa1 chhiáⁿ i3.","毋是定定伊請我, 有時仔我請伊.",He doesn't always treat me; sometimes I treat him.
