vocab_number,poj,poj_sandhi,taiwanese_hanji,english
24,Iáu ū kúi-nā ê lâng iáu-bōe lâi chia̍h-pn̄g.,Iáu1 ū3 kúi1-nā3 ê7 lâng iáu1-bōe3 lâi7 chia̍h3-pn̄g.,猶有幾若个人猶未來食飯.,There are still a few people who haven't come to eat yet.
25,Ū chi̍t ê lâng-kheh tī lâu-kha boeh kah lí kóng-ōe.,Ū3 chi̍t3 ê7 lâng7-kheh tī3 lâu7-kha boeh2 kah2 lí1 kóng1-ōe.,有一个人客佇樓跤欲佮你講話.,There's a visitor downstairs who would like to speak with you.
25,Hit ê lâng-kheh iáu teh khùn.,Hit2 ê7 lâng7-kheh iáu1 teh2 khùn.,彼一个人客猶咧睏.,That guest is still sleeping.
25,Ū chi̍t ê lâng-kheh boeh bé mi̍h-kiāⁿ.,Ū3 chi̍t3 ê7 lâng7-kheh boeh2 bé1 mi̍h3-kiāⁿ.,有一个人客欲買物件.,There's a customer who wants to buy something.
25,Góa khòaⁿ hit tâi chhia lâng-kheh chin-chē.,Góa1 khòaⁿ2 hit2 tâi7 chhia lâng7-kheh chin7-chē.,我看彼台車人客真濟.,There were many passengers on the bus I saw.
26,Chit keng sī lâng-kheh-keng.,Chit2 keng sī3 lâng7-kheh2-keng.,這間是人客間.,This is the guest bedroom.
26,Goán chhù ê lâng-kheh-keng chin sè-keng.,Goán1 chhù ê7 lâng7-kheh2-keng chin7 sè2-keng.,阮厝的人客間真細間.,The guest bedroom in our house is very small.
27,Lín ma-mah ū tī chhù bô·?,Lín1 ma7-mah ū3 tī3 chhù bô·3?,恁媽媽有佇厝無?,Is your mama at home?
27,Goán ma-mah teh chò Lāu-su.,Goán1 ma7-mah teh2 chò2 Lāu3-su.,阮媽媽咧做老師.,My mama is a teacher.
28,"Che sī sím-mih, lí chai bô·?","Che sī3 sím1-mih, lí1 chai bô·3?","這是啥物, 你知無?","What is this, do you know?"
28,"Chai nò·, he sī tê-bí-á.","Chai nò·, he sī3 tê7-bí-á.","知喏, 彼是茶米仔.","I know, that's tea."
29,Góa chím-á teh o̍h Tâi-oân-ōe.,Góa1 chím1-á teh2 o̍h Tâi7-oân7-ōe.,我這馬咧學台灣話.,I'm learning Taiwanese.
29,Hit ê sè-hàn-gín-á teh o̍h kóng-ōe.,Hit2 ê7 sè2-hàn-gín-á teh2 o̍h kóng1-ōe.,彼个細漢的咧學講話.,That little fellow is learning to talk.
29,"I chin sè-hàn, m̄-kú ē-hiáu o̍h lâng siá-jī.","I7 chin7 sè2-hàn, m̄3-kú1 ē3-hiáu1 o̍h lâng siá1-jī.","伊真細漢, 毋過會曉學人寫字.",He's very small but he can imitate people writing.
30,Chit lia̍p ông-lâi ū tiⁿ bô·?,Chit2 lia̍p3 ông7-lâi ū3 tiⁿ bô·3?,這粒旺萊有甜無?,Is this pineapple sweet?
31,Chái-khí lín pa-pah ū lâi bô·?,Chái1-khí lín1 pa-pah ū3 lâi bô·3?,早起恁爸爸有來無?,Did your father come this morning?
31,In pa-pah góa bat i.,In7 pa-pah góa1 bat i3.,𪜶爸爸我捌的.,I know his father.
32,Bé hit keng chhù m̄-chai ài kúi-pah-bān kho·.,Bé hit2 keng7 chhù m̄3-chai7 ài2 kúi1-pah2-bān kho·.,賣彼間厝毋知愛幾百萬箍.,"I wonder how many millions of dollars that house would cost."
32,He ài chi̍t-chheng-bān kho·.,He ài2 chi̍t3-chheng7-bān3 kho·.,彼愛一千萬箍.,That costs $10 million.
32,Che ài chi̍t-ek kho·.,Che ài2 chi̍t3-ek2 kho·.,這愛一億箍.,This costs $100 million.
33,Goán pē-bó tòa tī chng-kha.,Goán1 pē3-bó tòa2 tī3 chng7-kha.,阮父母蹛佇庄跤.,My parents live in the rural area.
33,Goán pē-bú iáu chin chió-hòe.,Goán1 pē3-bú iáu1 chin7 chió1-hòe.,阮父母猶真少歲.,My parents are still young.
34,Chit kù chin phó·-thong.,Chit2 kù chin7 phó·1-thong.,這句真普通.,This sentence is very common.
34,I phó·-thong khiâ o·-thó·-bái lâi.,I7 phó·1-thong khiâ7 o·7-thó·1-bái lâi.,伊普通騎機車來.,He ordinarily comes by motorcycle.
35,"Goán boeh lim-tê, ū poe-á bô·?","Goán1 boeh2 lim7-tê, ū3 poe7-á bô·3?","阮欲啉茶, 有杯仔無?",We want to drink tea; are there any glasses?
35,Ū khah tōa-tè ê poe-á bô·?,Ū3 khah2 tōa3-tè ê7 poe7-á bô·3?,有較大塊的杯仔無?,Do you have any bigger glasses?
36,Ông-lâi ē sng bē?,Ông7-lâi ē3 sng bē3?,旺萊會酸無?,Does the pineapple have a tart taste?
36,Góa ê kha kah chhiú lóng sng.,Góa1 ê7 kha kah2 chhiú lóng1 sng.,我的跤佮手攏酸.,My arms and legs ache.
37,Che tāi-khài chin kùi.,Che tāi3-khài chin7 kùi.,這大概真貴.,This probably costs a lot.
37,"I án-ni kóng, tāi-khài chīn ū-iáⁿ.","I7 án1-ni kóng, tāi3-khài chīn3 ū3-iáⁿ.","伊按呢講, 大概真有影.",That's what he says and it's probably true.
38,"Lán seng chia̍h, chiah kóng.","Lán1 seng7 chia̍h, chiah2 kóng.","咱先食, 才講.","Let's eat first, then talk."
38,Chái-khí i khah tāi-seng lâi.,Chái1-khí i7 khah2 tāi3-seng lâi.,早起伊較代先來.,He was the first one here this morning.
39,téng-ji̍t,téng1-ji̍t,頂日,the other day / a few days ago.
39,téng-lé-pài,téng1-lé1-pài,頂禮拜,last week.
39,téng-pái,téng1-pái,頂擺,last time.
39,téng-kó·-go̍eh,téng1-kó·1-go̍eh,頂個月,last month.
39,téng-tiám-cheng,téng1-tiám1-cheng,頂點鐘,the previous class.
40,Lí ē the̍h chheh lâi bô·?,Lí1 ē3 the̍h3 chheh lâi bô·3?,你會提冊來無?,Did you bring your book?
40,Lí ê chhiú-nih the̍h sím-mih?,Lí1 ê7 chhiú-nih the̍h3 sím1-mih?,你的手裡提啥物?,What do you have in your hand?
40,Chit ê thn̂g-á chhiáⁿ lí the̍h hō· i.,Chit2 ê7 thn̂g7-á chhiáⁿ1 lí1 the̍h3 hō· i7.,這个糖仔請你提予伊.,Please give him this candy.
41,Lí khì the̍h poe-á lâi thîn.,Lí1 khì2 the̍h3 poe7-á lâi7 thîn.,你去提杯仔來斟.,"Go get a glass and pour some (tea, etc.) in it."
41,"Lâng-kheh lâi á; chhiáⁿ lí thîn tê.","Lâng7-kheh lâi á; chhiáⁿ1 lí1 thîn7 tê.","人客來矣; 請你斟茶.",A visitor has come; please pour some tea.
42,Kin-á-ji̍t ê ông-lâi ū tiⁿ bô·?,Kin7-á1-ji̍t ê7 ông7-lâi ū3 tiⁿ bô·3?,今仔日的旺萊有甜無?,Are the pineapples sweet today?
42,Tiⁿ-ê góa bô sím-mih ài chia̍h.,Tiⁿ-ê1 góa1 bô7 sím1-mih2 ài2 chia̍h.,甜的我無啥物愛食.,I don't like to eat sweets.
44,Toh chi̍t ê kah toh chi̍t ê?,Toh2 chi̍t3 kah2 toh chi̍t3 ê?,佗一款好一个?,Which ones?
44,Lí ê chhia sī toh chi̍t tâi?,Lí1 ê7 chhia sī3 toh2 chi̍t3 tâi?,你的車是佗一台?,Which is your car?
44,Toh chi̍t kù lí m̄-bat? Chhiáⁿ mn̄g.,Toh2 chi̍t3 kù lí1 m̄3-bat? Chhiáⁿ1 mn̄g.,佗一句你毋捌? 請問.,Which sentence don't you understand? Please ask.
45,"Góa ū-ê ē-hiáu, ū-ê bē-hiáu.","Góa1 ū3-ê7 ē3-hiáu, ū3-ê7 bē3-hiáu.","我有的會曉, 有的袂曉.",Some I understand and some I don't.
45,Ū-ê lâng chin ài kóng lâng ê tāi-chì.,Ū3-ê7 lâng chin7 ài2 kóng1 lâng7 ê7 tāi3-chì.,有的人真愛講人的代誌.,Some people like to gossip.
45,Ū-ê só·-chāi góa iáu-bōe khì.,Ū3-ê7 só·1-chāi góa1 iáu1-bōe3 khì.,有的所在我猶未去.,There are places that I haven't been to yet.
