vocab_number,poj,poj_sandhi,taiwanese_hanji,english
5,"Iōng kóng-ê, m̄-thang pháiⁿ-chhùi mē lâng.","Iōng3 kóng-ê3, m̄3-thang pháiⁿ1-chhùi mē7 lâng.","用講的, 毋通歹喙罵人.",Just say it in an ordinary way; don't scold people with foul language.
9,Lí ē chhùi-ta bē? Boeh lim tê bô·?,Lí1 ē3 chhùi-ta bē3? Boeh2 lim7 tê bô·3?,你會喙焦袂? 欲啉茶無?,Are you thirsty? Do you want some tea?
9,"M̄-bián, góa bē chhùi-ta.","M̄3-bián, góa1 bē3 chhùi-ta.","毋免, 我袂喙焦.",No, I'm not thirsty.
10,Lōa kú (OR: koh lōa kú) chiah ē-tàng chhut-īⁿ?,Lōa3 kú (OR: koh2 lōa3 kú) chiah2 ē3-tàng2 chhut2-īⁿ?,偌久 (OR: 閣偌久) 才會當出院?,How long will it be before you can leave the hospital?
10,Góan tōa-chí í-keng chhut-īⁿ a.,Góan1 tōa3-chí í1-keng3 chhut2-īⁿ a7.,阮大姊已經出院矣.,My oldest sister has been discharged from the hospital.
11,"Che sī chi̍t-sut-á ì-sù niā-niā, chhiáⁿ lí mài kheh-khì.","Che sī3 chi̍t3-sut2-á ì2-sù niā3-niā, chhiáⁿ1 lí1 mài2 kheh-khì.","這是一屑仔意思爾爾, 請你莫客氣.",This is just a small token of my feeling; please don't refuse it.
11,Góa iáu ū tām-po̍h-á tāi-chì tio̍h-ài chò.,Góa1 iáu1 ū3 tām3-po̍h-á tāi3-chì tio̍h3-ài2 chò.,我猶有淡薄仔代誌著愛做.,I still have a little business to take care of.
12,Khah sè-jī lè heh.,Khah2 sè2-jī lè heh.,較細膩咧嘿.,Be more careful.
12,Khah pó-tiōng lè heh.,Khah2 pó1-tiōng lè heh.,較保重咧嘿.,Take good care of yourself.
13,Hî-á nā tōa-bóe khah hó-chia̍h.,Hî7-á nā3 tōa3-bóe khah2 hó1-chia̍h.,魚仔若大尾較好食.,A big fish tastes better.
14,Lâng iōng hīⁿ-á lâi thiaⁿ.,Lâng7 iōng3 hīⁿ-á lâi7 thiaⁿ.,人用耳仔來聽.,Humans use ears to hear with.
14,"I ê hīⁿ-á bô sím-mih hó, kah i kóng-ōe ài khah tōa-siaⁿ lè.","I7 ê7 hīⁿ-á bô7 sím1-mih hó, kah2 i7 kóng1-ōe ài2 khah2 tōa3-siaⁿ lè.","伊的耳仔無啥物好, 佮伊講話愛較大聲咧.",His hearing is not so good; when talking with him you have to speak louder.
15,Lí tī toh chit keng pēⁿ-īⁿ teh chò hō·-sū?,Lí1 tī3 toh1 chit3 keng7 pēⁿ3-īⁿ teh2 chò2 hō·3-sū?,你佇佗一間病院咧做護士?,In which hospital are you a nurse?
15,Hō·-sū ê khang-khòe chiū-sī kò· pēⁿ-lâng.,Hō·3-sū ê7 khang7-khòe chiū7-sī kò·2 pēⁿ3-lâng.,護士的工課就是顧病人.,A nurse's job is to take care of the sick.
16,Chhiáⁿ i sì tiám í-āu (OR: sì tiám-āu) chiah lâi.,Chhiáⁿ1 i7 sì2 tiám í1-āu (OR: sì2 tiám-āu) chiah2 lâi.,請伊四點以後 (OR: 四點後) 才來.,Ask him not to come till after 4:00.
16,"Sai-hū nā ài án-ne, í-āu góa bô ài tòa chia chò.","Sai7-hū nā3 ài2 án1-ne, í1-āu góa1 bô7 ài2 tòa3 chia chò.","師傅若愛按呢, 以後我無愛蹛遮做.",If the master workman wants it that way, I don't want to work here from now on.
16,Káu-goe̍h chhe-it í-āu góa lóng tī chhù-nih.,Káu1-goe̍h chhe7-it í1-āu góa1 lóng1 tī3 chhù-nih.,九月初一以後我攏佇厝裡.,From Sept. 1 on I'll be at home all the time.
16,Saⁿ-ji̍t-āu chiah chò ē hó.,Saⁿ7-ji̍t3-āu chiah2 chò2 ē3 hó.,三日後才做會好.,It won't be finished till 3 days from now.
17,"Boeh chia̍h-pn̄g í-chêng, tio̍h-ài sé chhiú.","Boeh2 chia̍h3-pn̄g í1-chêng, tio̍h3-ài2 sé1 chhiú.","欲食飯以前, 著愛洗手.",You have to wash your hands before eating.
17,Í-chêng góa bat lâi chi̍t pái.,Í1-chêng góa1 bat2 lâi7 chi̍t3 pái.,以前我捌來一擺.,I had come once before.
17,I gō·-la̍k-nî-chêng (OR: gō·-la̍k-nî í-chêng) tòa tī chia.,I7 gō·3-la̍k3-nî7-chêng (OR: gō·3-la̍k3-nî í1-chêng) tòa2 tī3 chia.,伊五六年前 (OR: 五六年以前) 蹛佇遮.,He lived here 5 or 6 years ago.
18,I-seng ū-tī-lē bô·?,I7-seng ū3-tī-lē bô·3?,醫生有佇咧無?,Is the doctor in?
18,"Bô-tī-lē, m̄-kú sian-siⁿ-niû ū-tī-lē.","Bô7-tī-lē, m̄3-kú1 sian7-siⁿ7-niû ū3-tī-lē.","無佇咧, 毋過先生娘有佇咧.",No, but his wife is.
18,Chit ūi sī N̂g i-su.,Chit2 ūi sī3 N̂g i7-su.,這位是黃醫師.,This is Dr. N̂g.
20,I tī toh chi̍t keng pēⁿ-īⁿ teh ji̍p-īⁿ?,I7 tī3 toh2 chi̍t3 keng7 pēⁿ3-īⁿ teh2 ji̍p3-īⁿ?,伊佇佗一間病院咧入院?,Which hospital is he in?
20,Chit khoán ê pēⁿ ài ji̍p-īⁿ khah hó.,Chit2 khoán1 ê pēⁿ ài2 ji̍p3-īⁿ khah2 hó.,這款的病愛入院較好.,For this kind of illness it's better to enter the hospital.
22,Góa ài kah phōe.,Góa1 ài2 kah2 phōe.,我愛蓋被.,I need a quilt to cover myself.
22,"Hó, hit niá hō· lí kah.","Hó, hit2 niá hō·3 lí1 kah.","好, 彼領予你蓋.",All right; there's one you can use.
23,"Lí ū kám-mō·, hoⁿh?","Lí1 ū3 kám1-mō·, hoⁿh?","你有感冒, 乎?",You have a cold, don't you?
23,Lí ū chia̍h kám-mō· ê io̍h-á bô·?,Lí1 ū3 chia̍h3 kám1-mō· ê7 io̍h-á bô·3?,你有食感冒的藥仔無?,Did you take cold medicine?
23,"Lí nā bô chhēng hō· sio, ē kám-mō·.","Lí1 nā3 bô7 chhēng3 hō·3 sio, ē3 kám1-mō·.","你若無穿予燒, 會感冒.",If you don't dress warmly you'll catch cold.
24,Lín nn̄g ê lâng ê bīn chin kāng.,Lín1 nn̄g3 ê7 lâng ê7 bīn chin7 kāng.,恁兩个人的面真仝.,Your two faces are very much alike.
24,Lín ū kah che kāng-khóan ê bān-liân-pit bô·?,Lín1 ū3 kah2 che kāng3-khóan ê7 bān3-liân7-pit bô·3?,恁有佮這仝款的萬年筆無?,Do you have a fountain pen the same as this one?
25,"Nā ài chi̍t-chheng kho·, góa bô kàu chîⁿ.","Nā3 ài2 chi̍t3-chheng7 kho·, góa1 bô7 kàu2 chîⁿ.","若愛一千箍, 我無夠錢.",If it costs $1000 I don't have enough money.
25,"Chia̍h ê pn̄g sì ê lâng chia̍h, án-ne bô kàu.","Chia̍h2 ê pn̄g sì2 ê7 lâng chia̍h, án1-ne bô7 kàu.","食的飯四个人食, 按呢無夠.",That's not enough rice for 4 people.
26,"Chiah-ê chheh lí kā góa the̍h khì khǹg tòa góa ê pâng-keng, hó bô·?","Chiah2-ê chheh lí1 kā3 góa1 the̍h3 khì2 khǹg2 tòa2 góa1 ê7 pâng7-keng, hó bô·3?","遮的冊你共我提去囥蹛我的房間, 好無?",Take these books and put them in my bedroom for me, will you?
26,Lí ê chheh góa kā lí khǹg tī lí ê toh-á-téng.,Lí1 ê7 chheh góa1 kā3 lí1 khǹg2 tī3 lí1 ê7 toh2-á-téng.,你的冊我共你囥佇你的桌仔頂.,I put your books on your table for you.
27,"Kan-na lí chi̍t ê teh kò· chhù, sī bô·?","Kan7-na7 lí1 chi̍t3 ê7 teh2 kò·2 chhù, sī bô·3?","干焦你一个咧顧厝, 是無?",You're watching the house all alone, aren't you?
27,Hit ê kò·-mn̂g-ê m̄ hō· góa ji̍p-khì.,Hit2 ê7 kò·2-mn̂g7-ê m̄3 hō·3 góa1 ji̍p3-khì.,彼个顧門的毋予我入去.,The gateman won't let me in.
28,Góan lāu-pē chin lāu; lāu-bú koh-khah lāu.,Góan1 lāu3-pē chin7 lāu; lāu3-bú koh2-khah lāu.,阮老爸真老; 老母閣較老.,My father is very old; my mother is still older.
30,"M̄-thang chhēng hiah chió, ē kôaⁿ-tio̍h.","M̄3-thang chhēng3 hiah chió, ē3 kôaⁿ-tio̍h3.","毋通穿遐少, 會寒著.",Don't wear so little; you'll catch cold.
30,"Lí án-chóaⁿ? Kôaⁿ-tio̍h, sī bô·?","Lí1 án1-chóaⁿ? Kôaⁿ-tio̍h3, sī bô·3?","你按怎? 寒著, 是無?",What's the matter? Did you catch cold?
31,Kin-á-ji̍t lâng chin lán.,Kin7-á-ji̍t lâng7 chin7 lán.,今仔日人真𤺅.,Today I feel lousy.
31,"In-ūi kám-mō·, lâng chin lán.","In7-ūi kám1-mō·, lâng7 chin7 lán.","因為感冒, 人真𤺅.",This cold makes me weary.
32,Cha-po·-ê pí cha-bó·-ê khah khòai lāu.,Cha7-po·-ê7 pí1 cha7-bó·-ê3 khah2 khòai lāu.,查埔的比查某的較快老.,Men age faster than women.
32,Lāu Lô· chím-á bē chò khang-khòe.,Lāu3 Lô· chím1-á bē3 chò2 khang7-khòe.,老盧這馬袂做工課.,Old Mr. Lô· can't work now.
33,Lāu-hòe-á chē-chhia bé pòaⁿ-phiò tō-hó.,Lāu3-hòe-á chē3-chhia bé1 pòaⁿ2-phiò tō3-hó.,老歲仔坐車買半票就好.,The elderly can ride for half-price.
34,Khah piàⁿ-sì lè.,Khah2 piàⁿ2-sì lè.,較拚勢咧.,Work harder.
34,Óaⁿ-pôaⁿ sé-sé-lè.,Óaⁿ1-pôaⁿ sé-sé-lè.,碗盤洗洗咧.,Wash the dishes.
35,Góa kóng m̄-tio̍h (ōe).,Góa1 kóng1 m̄3-tio̍h (ōe).,我講毋著(話).,I said the wrong thing.
35,Góa khòaⁿ m̄-tio̍h lâng.,Góa1 khòaⁿ2 m̄3-tio̍h3 lâng.,我看毋著人.,I mistook him for someone else.
36,Lín chhù ū niáu-chhí bô·?,Lín1 chhù ū3 niáu1-chhí bô·3?,恁厝有鳥鼠無?,Does your house have rats?
36,Chím-á ê niáu-chhí ū-ê bô sím-mih kiaⁿ niau-á.,Chím1-á ê7 niáu1-chhí ū3-ê7 bô7 sím1-mih kiaⁿ7 niau7-á.,這馬的鳥鼠有的無啥物驚貓仔.,Some rats today are not very afraid of cats.
37,Tō-siā lí ê pang-bâng.,Tō7-siā lí1 ê7 pang7-bâng.,多謝你的幫忙.,Thank you for your help.
37,Chhiáⁿ lí pang-chō· góan.,Chhiáⁿ1 lí1 pang7-chō· góan3.,請你幫助阮.,Please help us.
38,"Ū pēⁿ, tio̍h-ài hō· i-seng khòaⁿ.","Ū3 pēⁿ, tio̍h3-ài2 hō·3 i7-seng khòaⁿ.","有病, 著愛予醫生看.",If you're sick you have to see a doctor.
38,Chit khoán ê pēⁿ bô sím-mih iàu-kín.,Chit2 khoán1 ê7 pēⁿ bô7 sím1-mih iàu2-kín.,這款的病無啥物要緊.,This kind of sickness is not very serious.
39,Chit keng pēⁿ-īⁿ ê i-seng chin gâu.,Chit2 keng7 pēⁿ3-īⁿ ê7 i7-seng chin7 gâu.,這間病院的醫生真𠢕.,The doctor in this hospital is a good one.
39,Khah kín kā i sàng khì pēⁿ-īⁿ.,Khah2 kín1 kā3 i7 sàng2 khì2 pēⁿ3-īⁿ.,較緊共伊送去病院.,Take him to the hospital quickly.
40,Lí khì phâng tê lâi chhiáⁿ lâng-kheh.,Lí1 khì2 phâng7 tê lâi7 chhiáⁿ1 lâng7-kheh.,你去捀茶來請人客.,Go and bring the tea for the guests.
40,Chhiáⁿ phâng khit-lâi iōng.,Chhiáⁿ1 phâng7 khit2-lâi7 iōng.,請捀起來用.,Please take it up in your hands and use it (eat/drink).
43,Lí bat phòa-pēⁿ bô·?,Lí1 bat2 phòa2-pēⁿ bô·3?,你捌破病無?,Were you ever sick?
43,Goán jī sió-tī phòa-pēⁿ chi̍t lé-pài a.,Goán1 jī3 sió1-tī phòa2-pēⁿ3 chi̍t3 lé1-pài a3.,阮二小弟破病一禮拜矣.,My second younger brother has been sick for a week.
44,"Nn̄g ê lâng kah chi̍t niá mî-phōe, án-ne tō ū kàu.","Nn̄g3 ê7 lâng kah2 chi̍t3 niá1 mî7-phōe, án1-ne tō3 ū3 kàu.","兩个人蓋一領棉被, 按呢就有夠.",Two people use one quilt and then there'll be enough.
44,"Chiah joa̍h, m̄-bián kah phōe.","Chiah2 joa̍h, m̄3-bián1 kah2 phōe.","遮熱, 毋免蓋被.",It's so hot; no need for a quilt.
45,Góa pí i khah tōa-hàn.,Góa1 pí1 i7 khah2 tōa3-hàn.,我比伊較大漢.,I'm bigger than he is.
45,Kin-á-ji̍t pí cha-hng khah joa̍h.,Kin7-á-ji̍t pí1 cha7-hng khah2 joa̍h.,今仔日比昨昏較熱.,Today is hotter than yesterday.
45,Lín jī-hiaⁿ o·-thó·-bái pí góa khiâ khah kín.,Lín1 jī3-hiaⁿ o·7-thó·1-bái pí1 góa1 khiâ7 khah2 kín.,恁二兄烏托拜比我騎較緊.,Your 2nd older brother rides a motorcycle faster than I do.
46,"Chit ê kah hit ê, chit ê pí-kàu khah hó.","Chit2 ê kah2 hit2 ê, chit2 ê pí1-kàu khah2 hó.","這个佮彼个, 這个比較較好.",This one is better than that one.
46,Chit hāng tāi-chì i pí-kàu khah chai-iáⁿ.,Chit2 hāng3 tāi3-chì i7 pí1-kàu khah2 chai7-iáⁿ.,這項代誌伊比較較知影.,He knows more about this matter than others.
46,Chit nn̄g hāng lán lâi pí-kàu.,Chit2 nn̄g3 hāng lán1 lâi7 pí1-kàu.,這兩項咱來比較.,Let's compare these two things.
47,Ka-tī pó-tiōng. / Chhiáⁿ lí pó-tiōng. / Chhiáⁿ lí pó-tiōng sin-thé.,Ka7-tī3 pó1-tiōng. / Chhiáⁿ1 lí1 pó1-tiōng. / Chhiáⁿ1 lí1 pó1-tiōng3 sin7-thé.,家己保重. / 請你保重. / 請你保重身體.,Take care of yourself.
47,"Hó, to-siā.","Hó, to7-siā.","好, 多謝.",I will, thanks.
47,"Lí nā khì Biâu-le̍k chò khang-khòe, ka-tī sin-thé ài khah pó-tiōng lè.","Lí1 nā3 khì2 Biâu7-le̍k chò2 khang7-khòe, ka7-tī3 sin7-thé ài2 khah2 pó1-tiōng lè.","你若去苗栗做工課, 家己身體愛較保重咧.",When you go to Miaoli to work, take good care of your health.
48,Chit pún chheh sàng lí.,Chit2 pún1 chheh sàng lí3.,這本冊送你.,This book is for you.
48,Ū sàng a-má khì pēⁿ-īⁿ hō· i-seng khòaⁿ bô·?,Ū3 sàng2 a7-má khì2 pēⁿ3-īⁿ hō·3 i7-seng khòaⁿ bô·3?,有送阿媽去病院予醫生看無?,Did you take grandma to the hospital to see the doctor?
49,Tiⁿ ê mi̍h-kiāⁿ chia̍h liáu chin khòai siān.,Tiⁿ7 ê7 mi̍h3-kiāⁿ chia̍h3 liáu chin7 khòai2 siān.,甜的物件食了真快𤺪.,If you eat sweet things you get sick of them pretty fast.
49,"Kám-mō·, lâng chin siān.","Kám1-mō·, lâng chin7 siān.","感冒, 人真𤺪.",I've got a cold; I feel awful.
50,Lín a-kong chòe-kīn sin-thé ū khah hó bô·?,Lín1 a7-kong chòe3-kīn sin7-thé ū3 khah2 hó bô·3?,恁阿公最近身體有較好無?,Is your grandfather's health better lately?
50,"Ū-ê lâng sui-jiân chin lāu, m̄-kú sin-thé iáu chin hó.","Ū3-ê7 lâng sui7-jiân chin7 lāu, m̄3-kú1 sin7-thé iáu1 chin7 hó.","有的人雖然真老, 毋過身體猶真好.",Some people have very good health even though they are very old.
51,"Lí chhōa chit ê sī lín sun-á, sī bô·?","Lí1 chhōa chit2 ê3 sī3 lín1 sun7-á, sī bô·3?","你𤆬這个是恁孫仔, 是無?",Is this one you're looking after your grandchild?
51,Lí chím-á ū kúi ê sun-á?,Lí1 chím1-á ū3 kúi1 ê7 sun7-á?,你這馬有幾个孫仔?,How many grandchildren do you have now?
52,Lí boeh kah thán-á a-sī kah phōe?,Lí1 boeh2 kah2 thán1-á a7-sī3 kah2 phōe?,你欲蓋毯仔抑是蓋被?,Do you want to use a blanket or a quilt?
52,Góa boeh kah thán-á tō-hó.,Góa1 boeh2 kah2 thán1-á tō3-hó.,我欲蓋毯仔就好.,I'll use a blanket - that's good enough.
53,"""Ē-ēng-tit"" góa thiaⁿ-chò ""bē-ēng-tit"".","""Ē3-ēng-tit"" góa1 thiaⁿ7-chò2 ""bē3-ēng-tit"".",「會用得」我聽做「袂用得」.,"""Ē-ēng-tit"" I heard as ""bē-ēng-tit""."
53,"""Toh-á"" góa thiaⁿ-chò ""to-á"".","""Toh2-á"" góa1 thiaⁿ7-chò2 ""to7-á"".",「桌仔」我聽做「刀仔」.,"""Table"" I heard as ""knife""."
54,Lí ū thiaⁿ-tio̍h lâng teh sio-mē ê siaⁿ bô·?,Lí1 ū3 thiaⁿ7-tio̍h3 lâng7 teh2 sio7-mē ê7 siaⁿ bô·3?,你有聽著人咧相罵的聲無?,Did you hear the sound of people quarreling?
54,I-seng teh kiò lí; lí ū thiaⁿ-kìⁿ bô·?,I7-seng teh2 kiò3 lí; lí1 ū3 thiaⁿ-kìⁿ bô·3?,醫生咧叫你; 你有聽見無?,The doctor is calling you; do you hear him?
55,"Góa án-ni kóng, lí thiaⁿ-ū bô·?","Góa1 án1-ni kóng, lí1 thiaⁿ7-ū bô·3?","我按呢講, 你聽有無?",Do you understand what I said?
55,"Siaⁿ sè siaⁿ, góa lóng thiaⁿ-bô.","Siaⁿ sè2 siaⁿ, góa1 lóng1 thiaⁿ7-bô.","聲細聲, 我攏聽無.",His voice is too low; I can't hear anything he's saying.
55,"Lí nā iōng Tâi-gí góa mā thiaⁿ-ū, m̄-kú nā kóng Eng-gí góa thiaⁿ-khah-ū.","Lí1 nā3 iōng3 Tâi7-gí góa1 mā3 thiaⁿ7-ū, m̄3-kú1 nā3 kóng1 Eng7-gí góa1 thiaⁿ7-khah2-ū.","你若用台語我嘛聽有, 毋過若講英語我聽較有.",If you use Taiwanese I understand too, but if you speak English I understand better.
55,Nā ū lâng kóng Ji̍t-gí (Ji̍t-pún-ōe) góa thiaⁿ-lóng-bô.,Nā3 ū3 lâng7 kóng1 Ji̍t3-gí (Ji̍t3-pún1-ōe) góa1 thiaⁿ7-lóng1-bô.,若有人講日語(日本話)我聽攏無.,When people speak Japanese I don't understand a word.
61,Lí sái-chhia ē thiám bē?,Lí1 sái1-chhia ē3 thiám bē3?,你駛車會忝袂?,Are you tired from driving?
61,"Chò liáu nā thiám chiah hioh-khùn.","Chò2 liáu nā3 thiám chiah2 hioh2-khùn.","做了若忝才歇睏.",If you're tired after finishing it, take a rest.
