vocab_number,poj,poj_sandhi,taiwanese_hanji,english
14,"Nā $1000 í-siōng, góa chiah bô ài bé.","Nā3 $1000 í1-siōng, góa1 chiah2 bô7 ài2 bé.","若$1000以上, 我才有當買.","If it's $1000 or more, I can afford to buy it."
15,khah-iâⁿ,khah2-iâⁿ,較贏,to be superior to / be a better thing to do.
15,Goán 5 pí 2 iâⁿ in.,Goán1 5 pí1 2 iâⁿ in.,阮5比2贏伊.,We beat them 5 to 2.
15,Góa bô ài khì khòaⁿ tiān-iáⁿ; boeh khùn khah-iâⁿ.,Góa1 bô7 ài2 khì2 khòaⁿ2 tiān3-iáⁿ\; boeh2 khùn khah2-iâⁿ.,我無愛去看電影; 欲睏較贏去看電影.,I don't want to go to the movies; it'd be better to go to sleep.
15,"Góa ê o·-thó·-bái kū sī kū, khah iâⁿ bô.","Góa1 ê7 o·7-thó·1-bái kū sī3 kū, khah2 iâⁿ7 bô.","我的烏托拜久也舊, 較無贏.",It's true my motorcycle is old but it beats having none at all.
16,chài-bē-iâⁿ,chài2-bē3-iâⁿ,載袂贏,cannot carry that many on the vehicle.
16,"Chit ê góa chài-bē-iâⁿ; 2 ê chài-bē-iâⁿ.","Chit2 ê7 góa1 chài3-bē3-iâⁿ\; 2 ê7 chài2-bē3-iâⁿ.","這个我載袂贏; 2个著會贏.",I can give one a ride but not 2.
16,Siuⁿ tēng; góa chia̍h-bē-iâⁿ.,Siuⁿ7 tēng\; góa1 chia̍h3-bē3-iâⁿ.,傷𠕇; 我食袂贏.,It's too hard; I can't eat it.
17,I tùi im-ga̍k chin chhù-bī; chi̍t-ē thiaⁿ chiū ē-hiáu chhiùⁿ.,I7 tùi2 im7-ga̍k chin7 chhù2-bī\; chi̍t3-ē3 thiaⁿ chiū3 ē3-hiáu1 chhiùⁿ.,伊對音樂真趣味; 一條聽就會曉唱.,He loves music; as soon as he hears a song he knows how to sing it.
18,Chit keng chiah tōa keng; chit pha ji̍t-kong-teng bô kàu kng,Chit2 keng chiah2 tōa3 keng; chit2 pha7 ji̍t3-kong7-teng bô7 kàu2 kng,這間遮大間,"A room this big isn't bright enough with just one fluorescent light."
19,"Chit tiâu koa kan-tan sī kan-tan, m̄-kú góa chhiùⁿ-bē-liáu.","Chit2 tiâu7 koa kan7-tan sī3 kan7-tan, m̄3-kú1 góa1 chhiùⁿ2-bē3-liáu.","這條歌簡單是簡單, 毋過我唱袂了.","It's true this song is simple, but I can't sing it."
19,"Toh-kiû Bûn Sian-siⁿ hiah gâu phah, lí nā siūⁿ boeh iâⁿ i, iâⁿ-bē-liáu.","Toh2-kiû Bûn Sian3-siⁿ3 hiah2 gâu7 phah, lí1 nā3 siūⁿ3 boeh2 iâⁿ i7, iâⁿ7-bē3-liáu.","桌球文先生遐爾𠢕拍, 你若想欲拍, 伊贏袂了.","Mr. Bûn is that good at ping-pong; if you're thinking of beating him you can't do it."
20,"Í-á ke kúi-ā-tè, m̄-bián hiah chē.","Í1-á ke7 kúi1-ā3-tè, m̄3-bián1 hiah2 chē.","椅仔加這遐, 咱毋免遐濟.",There are a few chairs too many; we don't need that many.
20,Góa ke lí saⁿ hòe.,Góa1 ke7 lí1 saⁿ7 hòe.,我加3歲.,I am 3 years older (than you).
20,4 ke 4 sī lōa-chē?,4 ke7 4 sī3 lōa3-chē?,4加4是偌濟?,How much is 4 plus 4?
21,Lí ū chîⁿ bô?,Lí1 ū3 chîⁿ bô?,你有錢無?,Have you any money?
21,Ke-kiám ū chi̍t-su̍t-á.,Ke7-kiám ū3 chi̍t3-su̍t-á.,加減有一屑仔.,(I) have some. (Not revealing whether it's a lot or not.)
21,"M̄-thang bô chia̍h, ài ke-kiám chia̍h chi̍t-su̍t-á.","M̄3-thang bô7 chia̍h, ài2 ke7-kiám1 chia̍h3 chi̍t3-su̍t2-á.","毋通無食, 愛加減食一屑仔.","Don't go without eating; you have to eat at least a little bit."
22,Chit ê khai-koan chin pháiⁿ chhiat.,Chit2 ê7 khai7-koan chin7 pháiⁿ1 chhiat.,這个開關真歹切.,This switch is hard to turn on.
22,Tùi khai-koan chhiat; mài tùi chia chūn.,Tùi2 khai7-koan chhiat\; mài2 tùi2 chia chūn.,對開關切; 莫對遮捘.,Turn the switch on there; don't rotate it here.
23,Góa ê chheh kiám chi̍t pún.,Góa1 ê7 chheh kiám chi̍t3 pún.,我的冊減一本.,One of my books is missing.
23,Kám bē-tàng khah kiám lè?,Kám1 bē3-tàng khah2 kiám lè?,敢袂當較減一咧?,Can't you take off a little? (off the list price)
24,phah-kiû,phah2-kiû,拍球,play ball.
24,bāng-kiû,bāng3-kiû,網球,tennis / tennis ball.
24,nâ-kiû,nâ7-kiû,籃球,basketball.
24,pâi-kiû,pâi7-kiû,排球,volleyball.
24,pâng-kiû,pâng7-kiû,乓球,ping-pong (often has changed tone).
24,toh-kiû / phin-phóng,toh2-kiû / phin7-phóng,桌球/乒乓,table tennis / ping-pong.
24,Chit chiat soah boeh phah-kiû bô͘?,Chit2 chiat soah boeh2 phah2-kiû bô͘3?,這節煞欲去拍球?,Are you going to play ball after this class?
24,"Lí nā bô ài phah, kiû chioh góa.","Lí1 nā3 bô7 ài2 phah, kiû chioh góa3.","你若無愛拍, 借我.","If you don't want to play, lend (the ball to) me."
25,kng-kng,kng7-kng,光光,rather bright (of light).
25,"Hia siuⁿ àm, tòa chia siá, khah-kng.","Hia siuⁿ àm, tòa2 chia siá, khah2-kng.","遐傷暗, 蹛遮寫, 較光.","It's too dark there; do the writing here, it's brighter."
25,Chím-á chái-khí 5:00 chiū kng-kng a.,Chím1-á chái1-khí 5:00 chiū3 kng7-kng a.,這馬早起5:00就光光矣.,These days there's already a little light at 5:00 in the morning.
26,liû-hêng-koa,liû7-hêng7-koa,流行歌,popular song.
26,kok-koa,kok2-koa,國歌,national anthem.
26,koa-thiaⁿ,koa7-thiaⁿ,歌廳,"entertainment establishment where popular songs are sung by professional singers; night club."
26,Chit tiâu liû-hêng-koa chím-á chin liû-hêng.,Chit2 tiâu7 liû7-hêng7-koa chím1-á chin7 liû7-hêng.,這條流行歌這馬真流行.,This popular song is very popular right now.
26,Ū chit ê góa se̍k-sāi ê goân-chū-bî sió-chiá m̄-chai tī toh chi̍t keng koa-thiaⁿ teh chhiùⁿ-koa,
27,liáu-chîⁿ,liáu1-chîⁿ,了錢,lose money.
27,liáu sî-kan,liáu1 sî7-kan,了時間,lose time (as in a business venture).
27,"Bē lí án-ni it-tēng ài liáu-chîⁿ,
27,"Bē là, thàn khan chió chi̍t-su̍t-lā niā-niā, be liau.",
28,ū lō·-iōng,ū3 lō·3-iōng,有路用,to be useful.
28,bô lō·-iōng,bô7 lō·3-iōng,無路用,not useful.
28,"Chit kù ōe chin ū-iōng, tio̍h-ài ē-kì-tit.","Chit2 kù3 ōe chin7 ū3-iōng, tio̍h3-ài2 ē3-kì-tit.","這句話真有用, 著愛會得得.","This is a very useful sentence; you must remember it."
28,Bô lō·-iōng ê ōe m̄-bián kà góa.,Bô7 lō·3-iōng ê ōe m̄-bián kà góa.,
29,"Chit ê gín-á chin pháiⁿ; kiò i mài khàu, i khàu lú tōa-siaⁿ.","Chit ê gín-á chin pháiⁿ; kiò i mài khàu, i khàu lú tōa-siaⁿ.","這个囡仔真歹; 你共伊講莫吼, 伊愈吼愈大聲.","This kid is bad; if you tell him not to cry, he cries all the louder."
30,Lín sió-mōe lú lâi lú súi.,Lín1 sió1-mōe lú1 lâi lú1 súi.,恁小妹愈大愈媠.,Your younger sister gets more beautiful all the time.
30,Lú tōa-hàn lú koai.,Lú1 tōa3-hàn lú1 koai.,愈大漢愈乖.,The older he gets the better behaved he becomes.
30,"Bí-Goa̍t chiah-ē khah tōa-hàn, soah lú súi.","Bí1-Goa̍t chiah2-ē khah2 tōa3-hàn, soah2 lú1 súi.","美月才會較大漢, 煞愈媠.",As Bí-Goa̍t gets bigger she gets all the more beautiful.
31,Toh-kin tio̍h ōaⁿ chit tiâu chheng-khì-ê.,Toh2-kin tio̍h3 ōaⁿ3 chit2 tiâu7 chheng7-khì-ê3.,桌巾著換這條清氣的.,The tablecloth needs to be replaced with a clean one.
31,"Góa chit lia̍p thn̂g-á kā lí ōaⁿ hit ki pit, hó bô·?","Góa1 chit2 lia̍p thn̂g7-á kā3 lí1 ōaⁿ3 hit2 ki7 pit, hó bô·3?","我這粒糖仔共你換彼支筆, 好無?","I'll give you this piece of candy if you give me that pen, OK?"
32,I kah góa pêⁿ chē hòe.,I7 kah2 góa1 pêⁿ7 chē3 hòe.,伊佮我平歲.,He and I are the same age.
32,Chit ê ha̍k-seng kah hit ê pêⁿ-pêⁿ hó.,Chit2 ê7 ha̍k3-seng kah2 hit2 ê7 pêⁿ7-pêⁿ7 hó.,這个學生佮彼个平好.,This student is equally as good as that one.
33,Lín ha̍k-hāu tang-sî ū nâ-kiû pí-sài?,Lín1 ha̍k3-hāu tang7-sî ū3 nâ7-kiû pí1-sài?,恁學校當時有籃球比賽?,When will your school be playing a basketball game?
33,Khiâ khah bān-lè; góa bô kah lí teh pí-sài.,Khiâ khah2 bān-lè\; góa1 bô7 kah2 lí1 teh2 pí1-sài.,騎較慢咧; 我無佮你咧比賽.,Ride slower; I'm not racing you.
34,Chia̍h chit khoán ê thâu-lō· bē-tàng seng-oa̍h.,Chia̍h3 chit2 khoán1 ê7 thâu7-lō· bē3-tàng seng7-oa̍h.,食這款的頭路袂當生活.,You can't make a living with a job like this.
34,"Chhù-lāi nā chē lâng tàu-thàn, seng-oa̍h ē lú lâi lú hó.","Chhù3-lāi nā3 chē3 lâng tàu2-thàn, seng7-oa̍h ē3 lú1 lâi7 lú1 hó.","厝內若濟人鬥趁, 生活會愈來愈好.","If a lot of people in the family help earn money, their livelihood will get better and better as time goes on."
35,"Sit-tiān; tiān-sī chhiáⁿ koaiⁿ-khit-lâi; tiān lâi ê-sî chiah koh khui.","Sit2-tiān\; tiān3-sī chhiáⁿ1 koaiⁿ7-khit3-lâi3\; tiān lâi ê7-sî chiah2 koh2 khui.","失電; 電視請關起來; 電來的時才開.","The power went off; please turn off the TV; when the power comes back, turn it on again."
35,"Chím-á ê ka-têng, nā sit-tiān, chiū lóng bē-tàng chò khang-khòe.","Chím1-á ê7 ka7-têng, nā3 sit2-tiān, chiū3 lóng1 bē3-tàng chò khang7-khòe.","這馬的家庭, 若失電, 就攏袂當做工課.",These days a family can't do any work at all if the electricity goes off.
36,nńg-sòaⁿ,nńg1-sòaⁿ,軟線,fuse wire.
36,tiān-sòaⁿ,tiān3-sòaⁿ,電線,electric wire.
36,"Nńg-sòaⁿ tn̄g-khì, lí ē-hiáu ōaⁿ á bē?","Nńg1-sòaⁿ tn̄g-khì, lí1 ē3-hiáu1 ōaⁿ á bē3?","軟線斷去, 你會曉換抑袂?",The fuse is burnt out; do you know how to change it?
36,Chit tiâu tiān-sòaⁿ ū tiān bô·?,Chit2 tiâu7 tiān3-sòaⁿ ū3 tiān bô·3?,這條線仔有電無?,Is this a live wire?
37,"Góa ū-iáⁿ ū kóng boeh khì lí hia, m̄-kú chi̍t-ê bô-êng soah lóng bē-kì-tit.","Góa1 ū3-iáⁿ ū3 kóng boeh2 khì2 lí1 hia, m̄3-kú1 chi̍t3-ê3 bô7-êng soah2 lóng1 bē3-kì-tit3.","我有影有講欲去你遐, 毋過誠縛落落煞袂記得.",It's true I did say I would go to your house but I got busy and forgot all about it.
37,"Bô lâi soah ē-sái-tit, it-tēng ài lâi.","Bô7 lâi soah ē3-sái-tit3, it2-tēng ài2 lâi.","無來煞會得得, 一定愛來.",What do you mean you don't have to come? You certainly have to come.
38,Goán phah-su.,Goán1 phah-su.,阮拚輸.,We lost the game / fight.
38,Góa cháu-su i.,Góa1 cháu1 su i.,我走較慢伊.,I lost in the race.
38,bô su-iâⁿ,bô7 su7-iâⁿ,無輸贏,to tie / draw (all even).
38,"Goán pí-sài liáu, 3 pí 3 bô su-iâⁿ.","Goán1 pí1-sài liáu, 3 pí1 3 bô7 su7-iâⁿ.","阮比賽了, 3比3無輸贏.",Our game is over and it was a 3 to 3 tie.
39,"Chit ê pí-sài lán lâi su-iâⁿ, hó bô·?","Chit2 ê7 pí1-sài lán1 su-iâⁿ, hó bô·3?","這个比賽咱相輸, 好無?","Let's bet on this game, OK?"
39,Góa bô kah i sio-su / su-iâⁿ.,Góa1 bô7 kah2 i7 sio7-su / su7-iâⁿ.,我無佮你相輸/輸贏.,I didn't bet him.
40,"Sūn-kiâⁿ! (Chhiáⁿ sūn-kiâⁿ). Ū sî-kan chiah koh lâi.","Sūn3-kiâⁿ! (Chhiáⁿ1 sūn3-kiâⁿ). Ū3 sî7-kan chiah2 koh2 lâi.","順行! (請順行). 有時間才閣來.",Have a nice trip; come again when you have time.
41,Hit ji̍t tú lé-pài; Góa tek-khak ē khì.,Hit2 ji̍t tú1 lé3-pài\; Góa1 tek2-khak ē3 khì.,彼日拄著禮拜; (我有工課) 的確會去.,That day happens to be Sunday; (I'm free so) I'll definitely go.
41,"Thiⁿ chiah àm, góa khòaⁿ, bô tek-khak ē loh-hō·.","Thiⁿ chiah2 àm, góa1 khòaⁿ, bô tek-khak ē lo̍h3-hō·.","天遮暗, 我看跤若落雨.","The sky is so dark, I think it might rain."
42,Kin-á-ji̍t kóng boeh thêng-tiān.,Kin7-á1-ji̍t kóng1 boeh2 thêng7-tiān.,今仔日公報欲停電.,They announced the power would be cut off today.
42,"In-ūi thêng-tiān só·-í kang-tiûⁿ kin-á-ji̍t hioh-khùn.","In7-ūi thêng7-tiān só·1-í kang7-tiûⁿ kin7-á1-ji̍t hioh2-khùn.","因為停電所以工場今仔日歇睏.","They cut off the power, so the factories are closed today."
43,"Chit keng chin àm, bô tiám tiān-hóe bô khòaⁿ-tio̍h.","Chit2 keng chin7 àm, bô7 tiám1 tiān3-hóe bô khòaⁿ-tio̍h.","這間真暗, 若無點電火會看袂著.",This room is very dark; if we don't put on a light we can't see anything.
43,"Lí ê pâng-keng tiān-hóe iáu teh tiám-le, bô chhiat-hoa.","Lí1 ê7 pâng7-keng tiān3-hóe iáu1 teh2 tiám-le3, bô7 chhiat-hoa3.","你的房間電火猶咧著, 無切化.",The light in your bedroom is still on; you didn't turn it off.
44,sio-phah-tiān,sio7-phah2-tiān,相拍電,short circuit.
44,hō· tiān tiān-tio̍h,hō·3 tiān tiān-tio̍h3,予電電著,to get an electric shock.
44,hō· tiān tiān-sí,hō·3 tiān tiān-sí3,予電電死,to get electrocuted.
44,"Tiān-hóe án-chóaⁿ bē to̍h? Bô tiān, sī bô͘?","Tiān3-hóe án1-chóaⁿ bē3 to̍h? Bô7 tiān, sī bô͘3?","電火按怎袂著, 是無電?",Why won't the light come on? No electricity?
45,Tiān-hóe bē to̍h; tāi-khài sī tiān-kiû-á hāi-khì.,Tiān3-hóe bē3 to̍h\; tāi3-khài sī3 tiān3-kiû7-á hāi3-khì.,電火袂著; 大概是電球仔害去.,The light won't come on; it may be the bulb.
45,"Lâu Bo̍k-su, lí ê chhia ê tiān-hóe iáu teh to̍h.","Lâu Bo̍k3-su, lí1 ê7 chhia ê7 tiān3-hóe iáu1 teh2 to̍h.","劉牧師, 你的車的電火猶咧著.","Your car lights are on, Rev. Lâu."
46,chek,chek,燭,watts.
46,"Chit lia̍p 40 chek ê tiān-kiû-á siuⁿ sè-lia̍p, bô kàu kng.","Chit2 lia̍p 40 chek ê7 tiān3-kiû7-á siuⁿ sè2-lia̍p, bô7 kàu2 kng.","這粒40燭的電球仔傷細粒, 無夠光.","This 40W bulb is too small; it's not bright enough."
46,"Góa khah ài tiám tiān-kiû-á, khah bô ài tiám ji̍t-kong-teng.","Góa1 khah2 ài2 tiám1 tiān3-kiû7-á, khah2 bô7 ài2 tiám1 ji̍t3-kong7-teng.","我較愛點電球仔, 較無愛點日光燈.",I prefer ordinary bulbs; I don't like to use a fluorescent light.
47,"Goán a-peh ê kha tn̄g-khì, bē kiâⁿ-lō͘.","Goán1 a7-peh ê7 kha tn̄g3-khì, bē3 kiâⁿ7-lō͘.","阮阿伯的跤斷去, 會行袂來.",My father's older brother's leg is broken; he can't walk.
47,"Tiān-sòaⁿ hō· chhia pōng tn̄g-khì, só·-í chím-á bô tiān.","Tiān3-sòaⁿ hō·3 chhia pōng3 tn̄g3-khì, só·1-í chím1-á bô7 tiān.","電線予車碰斷去, 所以這馬無電.","A vehicle ran into the electric wire and broke it, so there's no electricity now."
48,Hit pha chhiáⁿ lí hō· to̍h.,Hit2 pha chhiáⁿ1 lí1 chhiat2 hō· to̍h.,彼葩車火你切予著.,Please turn that light on.
48,"Tiān-hóe lí bô chhiat-hoa, iáu teh to̍h.","Tiān3-hóe lí1 bô7 chhiat-hoa3, iáu1 teh2 to̍h.","電火你無切化, 猶咧著.",You didn't turn the light off; it's still on.
49,Che ū-tàng bé.,Che ū3-tàng bé.,這有當買.,There is a place where you can buy this.
49,bô-tàng bé,bô7-tàng bé,無當買,cannot buy it anywhere.
49,bô-tàng khì,bô7-tàng khì,無當去,no place to go.
49,Chiah-ni̍h hó ê thài-thài bô-tàng chhōe a.,Chiah2-ni̍h3 hó ê7 thài2-thài bô7-tàng chhōe a7.,揣較好的太太無當揣.,You couldn't find a better wife any place.
50,"Lâng hiah jīn-chin thàn-chîⁿ, lóng sī ūi-tio̍h seng-oa̍h.","Lâng hiah jīn3-chin7 thàn3-chîⁿ, lóng1 sī3 ūi3-tio̍h3 seng7-oa̍h.","人裡真認真咧做錢, 攏是為著生活.","People are so zealous making money; it's all for the sake of making a living."
50,In nn̄g ê sī ūi-tio̍h sím-mih tāi-chì bô kóng-ōe?,In7 nn̄g3 ê7 sī3 ūi3-tio̍h sím1-mih tāi3-chì bô7 kóng1-ōe?,𪜶2个是為著啥物代誌無講話?,Why aren't those 2 speaking to each other?
51,Lí tùi ūn-tōng ū chhù-bī bô·?,Lí1 tùi2 ūn3-tōng ū3 chhù2-bī bô·3?,你帶運動有趣味無?,Are you interested in sports? / Do you like exercising?
51,I ta̍k chái-khí chin chá chiū chhut-khì ūn-tōng.,I7 ta̍k3 chái1-khí chin7 chá chiū3 chhut2-khì2 ūn3-tōng.,伊逐早起誠早就出去運動.,He goes out very early every morning to exercise.
