vocab_number,poj,poj_sandhi,taiwanese_hanji,english
70,Lín ū sio-bat bô·?,Lín1 ū3 sio7-bat bô·3?,恁有相捌無?,Do you know each other?
70,Un Sian-siⁿ kā in thài-thài teh sio-mē.,Un Sian3-siⁿ3 kā3 in7 thài2-thài teh2 sio7-mē.,溫先生共𪜶太太咧相罵.,Mr. Un is quarreling with his wife.
70,Mài sio-phah.,Mài2 sio7-phah.,莫相拍.,Don't fight.
70,I kā in sió-tī sio-chài.,I7 kā3 in7 sió1-tī sio7-chài.,伊共𪜶小弟相載.,He gave his younger brother a ride (on the bicycle/motorcycle).
75,Goán sió-tī kin-nî cha̍p hòe.,Goán1 sió1-tī kin7-nî cha̍p3 hòe.,阮小弟今年十歲.,My younger brother is 10 this year.
75,Tē-hū tō-sī sió-tī ê thài-thài.,Tē3-hū tō3-sī3 sió1-tī ê7 thài2-thài.,弟婦就是小弟的太太.,"""Te-hu"" is the wife of a younger brother."
77,Lán tòa hia sio-tán.,Lán1 tòa2 hia sio7-tán.,咱蹛遐相等.,Let's meet there./I'll meet you there.
77,Chhiáⁿ lí tán-chit-ē.,Chhiáⁿ1 lí1 tán-chit3-ē3.,請你等一下.,Please wait a minute.
82,"Goán tē-hū chhiú teh thiàⁿ, bē siá-jī.","Goán1 tē3-hū chhiú teh2 thiàⁿ, bē3 siá1-jī.","阮弟婦手咧疼, 袂寫字.",My younger brother's wife's hand/arm hurts; she can't write.
82,Hian-Tong in pē-bó chin thiàⁿ i.,Hian-Tong in7 pē3-bó chin7 thiàⁿ i3.,顯東𪜶爸母真疼伊.,Hian-Tong's parents really love him.
83,Chit ê hoat-tō· khah thong.,Chit2 ê7 hoat2-tō· khah2 thong.,這个法度較通.,This is a better way (of doing it).
83,Góa kah i kóng-ōe kóng-bē-thong.,Góa1 kah2 i7 kóng1-ōe kóng1-bē3-thong.,我佮伊講話講袂通.,I can't get through to him at all (reach an understanding with him).
83,In chhù ê tiān-ōe phah-bē-thong.,In7 chhù ê7 tiān3-ōe phah2-bē3-thong.,𪜶厝的電話拍袂通.,I can't reach them by phone. (Their phone is out of order or no one answers.)
83,Lí kóng chit ê ì-sù ū thong.,Lí1 kóng chit2 ê7 ì2-sù ū3 thong.,你講這个意思有通.,This idea that you're giving us is a good one.
84,I teh kóng tiān-ōe.,I7 teh2 kóng1 tiān3-ōe.,伊咧講電話.,He's talking on the telephone.
84,Lí ê tiān-ōe.,Lí1 ê7 tiān3-ōe.,你的電話.,There's a phone call for you.
84,Góa boeh phah tiān-ōe.,Góa1 boeh2 phah2 tiān3-ōe.,我欲拍電話.,I'm going to make a phone call.
84,I teh thiaⁿ tiān-ōe.,I7 teh2 thiaⁿ7 tiān3-ōe.,伊咧聽電話.,He's on the phone.
84,Lán hia toh-ūi?,Lán1 hia toh2-ūi?,咱遐佗位?,Who's calling?
84,Góa sèⁿ Ko; chhiáⁿ lí chhiáⁿ Sím Sió-chiá lâi thiaⁿ.,Góa1 sèⁿ2 Ko; chhiáⁿ1 lí1 chhiáⁿ1 Sím Sió1-chiá lâi7 thiaⁿ.,我姓高; 請你請沈小姐來聽.,I'm surnamed Ko; please ask Miss Sim to come to the phone.
85,Góa ê gín-á kin-nî boeh tha̍k tiong-ha̍k.,Góa1 ê7 gín1-á kin7-nî boeh2 tha̍k3 tiong7-ha̍k.,我的囡仔今年欲讀中學.,My child will study in middle school this year.
86,I ū lâi bōe?,I7 ū3 lâi bōe3?,伊有來未?,Did he come yet?
86,"Ū, i tú lâi.","Ū, i7 tú1 lâi.","有, 伊拄來.","Yes, he just got here."
86,Hit hāng khang-khòe góa tú-tú chò liáu.,Hit2 hāng3 khang7-khòe góa1 tú1-tú1 chò2 liáu.,彼項工課我拄拄做了.,I just finished that job.
86,"Góa tú-tú boeh chhut-khì ê-sî, i tú lâi.","Góa1 tú1-tú1 boeh2 chhut2-khì2 ê7-sî, i7 tú1 lâi.","我拄拄欲出去的時, 伊拄來.",He happened to come in just as I was about to go out.
87,Lín pa-pah ū-tī-lē bô·?,Lín1 pa-pah ū3-tī-lē bô·3?,恁爸爸有佇咧無?,Is your father at home?
87,"Bô, i bô-tī-lē; i chhut-khì.","Bô, i7 bô7-tī-lē; i7 chhut-khì.","無, 伊無佇咧; 伊出去.","No, he's not home; he went out."
87,Lín pa-pah iáu ū-tī-lē bô·?,Lín1 pa-pah iáu1 ū3-tī-lē bô·3?,恁爸爸猶有佇咧無?,Is your father still living?
87,"Bô, goán pa-pah bô-tī-lē a.","Bô, goán1 pa-pah bô7-tī-lē a7.","無, 阮爸爸無佇咧矣.","No, my father is dead."
