vocab_number,poj,poj_sandhi,taiwanese_hanji,english
35,"Góa khah ài chhēng o·-sek ê ê, in-ūi khah bē lah-sap.","Góa1 khah2 ài2 chhēng3 o·7-sek ê7 ê, in7-ūi khah2 bē3 lah2-sap.","我較愛穿烏色的鞋, 因為較袂垃圾.",I prefer black shoes because they don't get so dirty.
35,"Lí ê chhiú o·-o·, khì sé-sé-lè.","Lí1 ê7 chhiú o·7-o·, khì2 sé1-sé-lè.","你的手烏烏, 去洗洗咧.",Your hands are dirty; go wash them.
35,"Goân-Siông kū-nî teh chò o·-chhiú-á; chím-á bô-a, i teh bē chhia.","Goân7-Siông kū3-nî teh2 chò2 o·7-chhiú1-á; chím1-á bô-a7, i7 teh2 bē3 chhia.","元祥舊年咧做烏手仔; 這馬無矣, 伊咧賣車.",Last year Goan-Siong was a mechanic; he's now selling cars.
35,"Thiⁿ o·-o·, boeh lo̍h-hō· ê-khoán.","Thiⁿ o·7-o·, boeh2 lo̍h3-hō· ê7-khoán.","天烏烏, 欲落雨的款.",The sky is dark; it looks like rain.
38,Góa pak-tó· teh thiàⁿ.,Góa1 pak2-tó· teh2 thiàⁿ.,我腹肚咧疼.,I've got a stomach ache.
38,Lí pak-tó· ē iau bē?,Lí1 pak2-tó· ē3 iau bē3?,你腹肚會枵袂?,Are you hungry?
40,Hit tâi pe̍h-sek ê su-kú-tah sī góa ê.,Hit2 tâi7 pe̍h3-sek ê7 su7-kú1-tah sī3 góa1 ê.,彼台白色的速克達是我的.,That white scooter is mine.
40,"Hit niá pe̍h-sek ê saⁿ lí sé hiah kín, kám sé-ū-pe̍h?","Hit2 niá1 pe̍h3-sek ê7 saⁿ lí1 sé1 hiah2 kín, kám1 sé1-ū3-pe̍h?","彼領白色的衫你洗遐緊, 敢洗有白?","You washed that white shirt so fast, can it possibly come out clean?"
42,"Lâi, a-kong kā lí phō.","Lâi, a7-kong kā3 lí1 phō.","來, 阿公共你抱.",Come here; grandfather will hold you.
42,Kā i phō chhut-khì chhit-thô.,Kā3 i7 phō3 chhut2-khì2 chhit2-thô.,共伊抱出去𨑨迌.,Carry him out for a little change.
43,Poe-á phòa-khì; sī sím-mih-lâng phah-phòa-khì ê?,Poe7-á phòa2-khì; sī3 sím1-mih2-lâng7 phah2-phòa-khì ê3?,杯仔破去; 是啥物人拍破去的?,The cup is broken; who broke it?
43,Phòa-saⁿ théh-lâi chhit chhia.,Phòa2-saⁿ théh3-lâi7 chhit2 chhia.,破衫提來拭車.,Bring a rag and clean the car.
43,Hiah ê phòa-saⁿ (kū-saⁿ) the̍h-khì chò toh-pò·.,Hiah2 ê7 phòa2-saⁿ (kū3-saⁿ) the̍h3-khì2 chò2 toh2-pò·.,遐的破衫 (舊衫) 提去做桌布.,Take those rags (or old clothes) and use them for dustcloths.
46,Kôaⁿ-thiⁿ khiâ ô·-thó·-bái chhēng phôe-saⁿ bē-bái.,Kôaⁿ7-thiⁿ khiâ7 ô·7-thó·1-bái chhēng3 phôe7-saⁿ bē3-bái.,寒天騎烏托拜穿皮衫袂䆀.,Wearing leather while riding a motorcycle in winter is not bad.
46,"Chit ê phôe-ê sī iōng siōng-hó ê phôe chò ê; $3,250 tō-hó.","Chit2 ê7 phôe7-ê sī3 iōng3 siōng3-hó ê7 phôe chò2 ê; $3,250 tō3-hó.","這个皮鞋是用上好的皮做的; $3,250 就好.","These leather shoes are made of the finest leather; $3,250 and they're yours."
46,O·-sek ê chheh-phôe hit pún m̄-chai khì-hō· sím-mih-lâng the̍h-khì?,O·7-sek ê7 chheh2-phôe hit2 pún m̄3-chai7 khì2-hō· sím1-mih2-lâng7 the̍h-khì?,烏色的冊皮彼本毋知去予啥物人提去?,I wonder who took the book with the black cover.
49,Chin joa̍h; mài tòa góa seng-khu-piⁿ chhá.,Chin7 joa̍h; mài2 tòa2 góa1 seng7-khu7-piⁿ chhá.,真熱; 莫蹛我身軀邊吵.,It's too hot; don't pester me.
53,"M̄-thang pīn-tōaⁿ, khah jīn-chin lè.","M̄3-thang pīn3-tōaⁿ, khah2 jīn3-chin7 lè.","毋通貧惰, 較認真咧.",Don't be lazy; be more industrious.
53,"Chhī Lāu-su tiāⁿ-tiāⁿ kiò góa khì in chhù, m̄-kú lī hiah hn̄g, góa pīn-tōaⁿ kiâⁿ.","Chhī3 Lāu3-su tiāⁿ3-tiāⁿ3 kiò2 góa1 khì2 in7 chhù, m̄3-kú1 lī3 hiah2 hn̄g, góa1 pīn3-tōaⁿ kiâⁿ.","徐老師定定叫我去𪜶厝, 毋過離遐遠, 我貧惰行.","Teacher Chhī is always inviting me to his house, but it's so far - I'm too lazy to go."
53,"Góa chit ê gín-á chin pīn-tōaⁿ siá-jī, kan-na siūⁿ chhit-thô.","Góa1 chit2 ê7 gín1-á chin7 pīn3-tōaⁿ siá2-jī, kan7-na siūⁿ3 chhit2-thô.","我這个囡仔真貧惰寫字, 干焦想𨑨迌.",This kid of mine is lazy about writing his characters; all he thinks of is playing.
54,Peh-soaⁿ chhēng pò·-ê pí chhēng phôe-ê khah hó-kiâⁿ.,Peh2-soaⁿ chhēng3 pò·2-ê pí1 chhēng3 phôe7-ê khah2 hó1-kiâⁿ.,𬦰山穿布鞋比穿皮鞋較好行.,Cloth shoes are better than leather ones for climbing mountains.
54,The̍h toh-pò· lâi chhit-chhit-lè.,The̍h3 toh2-pò· lâi7 chhit2-chhit-lè.,提桌布來拭拭咧.,Bring a dustcloth and wipe it.
58,Goán a-kong tī gōa-bīn teh sàm-pō·.,Goán1 a7-kong tī3 gōa3-bīn teh2 sàm2-pō·.,阮阿公佇外面咧散步.,My grandfather is outside taking a walk.
58,Lán iōng sàm-pō·-ê lâi-khì.,Lán1 iōng3 sàm2-pō·-ê7 lâi7-khì.,咱用散步的來去.,Let's go for a stroll.
59,M̄-bián hiah sè-jī.,M̄3-bián1 hiah2 sè2-jī.,毋免遐細膩.,Don't be so formal. / Make yourself at home.
59,Khiâ ô·-thó·-bái tio̍h-ài sè-jī.,Khiâ7 ô·7-thó·1-bái tio̍h3-ài2 sè2-jī.,騎烏托拜著愛細膩.,You have to be careful when riding a motorcycle.
60,Chit ê eⁿ-á tang-sî seⁿ-ê?,Chit2 ê7 eⁿ7-á tang7-sî seⁿ-ê1?,這个嬰仔當時生的?,When was this baby born?
60,Téng kó·-goe̍h 23 seⁿ-ê.,Téng1 kó·1-goe̍h jī3-cha̍p3-saⁿ seⁿ-ê.,頂個月二十三生的.,On the 23rd of last month.
60,Lín sim-pū seⁿ cha-po·-ê á-sī cha-bó·-ê?,Lín1 sim7-pū seⁿ cha7-po·-ê1 á2-sī3 cha7-bó·-ê3?,恁新婦生查埔的抑是查某的?,Did your daughter-in-law give birth to a boy or a girl?
61,Lí ê seⁿ-ji̍t sī tang-sî?,Lí1 ê7 seⁿ7-ji̍t sī3 tang7-sî?,你的生日是當時?,When is your birthday?
61,Goán a-má teh chò 80 hòe ê seⁿ-ji̍t.,Goán1 a7-má teh2 chò2 peh2-cha̍p3 hòe ê7 seⁿ7-ji̍t.,阮阿媽咧做八十歲的生日.,My grandmother is celebrating her 80th birthday.
62,Góa khah ài bé pe̍h-sek ê chhia.,Góa1 khah2 ài2 bé2 pe̍h3-sek ê7 chhia.,我較愛買白色的車.,I prefer to buy a white car.
62,Chhia goán mōe-sài khah ài o·-sek-ê (o·-ê).,Chhia goán1 mōe3-sài khah2 ài2 o·7-sek-ê3 (o·-ê1).,車阮妹婿較愛烏色的 (烏的).,"As for cars, my younger sister's husband prefers a black one."
62,Saⁿ lí ài sím-mih sek ê?,Saⁿ lí1 ài2 sím1-mih2 sek ê3?,衫你愛啥物色的?,What color clothes do you want?
62,Sím-mih sek lóng hó. Pe̍h-ê mā hó; o·-ê mā hó.,Sím1-mih2 sek lóng1 hó. Pe̍h3-ê7 mā3 hó; o·-ê1 mā3 hó.,啥物色攏好. 白的嘛好; 烏的嘛好.,Any color is fine. White is OK; black is OK too.
63,Chit ê eⁿ-á chin sêng in lāu-pē.,Chit2 ê7 eⁿ7-á chin7 sêng7 in7 lāu3-pē.,這个嬰仔真成𪜶老爸.,This infant looks very like his father.
63,In nn̄g ê chin sêng; tāi-khài sī chí-mōe-á ê-khoán.,In7 nn̄g3 ê7 chin7 sêng; tāi3-khài sī3 chí1-mōe-á ê7-khoán.,𪜶兩个真成; 大概是姊妹仔的款.,Those two look very much alike; they're probably sisters.
64,Goán sim-pū chin kut-la̍t.,Goán1 sim7-pū chin7 kut2-la̍t.,阮新婦真骨力.,My daughter-in-law is a hard worker.
64,"I sī goán sim-pū, m̄-sī goán cha-bó·-kiáⁿ.","I7 sī3 goán1 sim7-pū, m̄3-sī3 goán1 cha7-bó·1-kiáⁿ.","伊是阮新婦, 毋是阮查某囝.","She's my daughter-in-law, not my daughter."
66,Góa sió-khóa chai-iáⁿ.,Góa1 sió1-khóa chai7-iáⁿ.,我小可知影.,I know a little bit about it.
66,He sī sió-khóa tāi-chì.,He sī3 sió1-khóa tāi3-chì.,彼是小可代誌.,That's a small matter.
67,Chím-á àm-sî khah léng; nā bô sió-sim ē kôaⁿ-tio̍h.,Chím1-á àm2-sî khah2 léng; nā3 bô7 sió1-sim ē3 kôaⁿ-tio̍h3.,這馬暗時較冷; 若無小心會寒著.,It's colder at night now; if you're not careful you'll catch cold.
67,Chhia chin-chē; kiâⁿ-lō· ài sió-sim.,Chhia chin7-chē; kiâⁿ7-lō· ài2 sió1-sim.,車真濟; 行路愛小心.,There are a lot of vehicles; you have to be careful walking.
68,Chia ū ha̍k-hāu; sái-chhia ài te̍k-pia̍t sè-jī.,Chia ū3 ha̍k3-hāu; sái1-chhia ài2 te̍k3-pia̍t3 sè2-jī.,遮有學校; 駛車愛特別小心.,There is a school here; you must take special care when driving.
68,Hit chhut tiān-iáⁿ chò liáu bô sím-mih te̍k-pia̍t.,Hit2 chhut2 tiān3-iáⁿ chò2 liáu bô7 sím1-mih2 te̍k3-pia̍t.,彼齣電影做了無啥物特別.,That movie is nothing to write home about.
69,Kin-á-ji̍t chú ê ti-bah chin hó-chia̍h.,Kin7-á1-ji̍t chú ê7 ti7-bah chin7 hó1-chia̍h.,今仔日煮的豬肉真好食.,The pork cooked today was very good.
69,Ti ū o·-sek-ê iā ū pe̍h-sek-ê.,Ti ū3 o·7-sek-ê3 iā3 ū3 pe̍h3-sek-ê3.,豬有烏色的也有白色的.,There are black pigs and white ones also.
71,"Goán sun-sim-pū tú-hó kàu-ūi ê-sî, chiah lo̍h-hō·.","Goán1 sun7-sim7-pū3 tú1-hó1 kàu2-ūi ê7-sî, chiah2 lo̍h3-hō·.","阮孫新婦拄好到位的時, 才落雨.",The rains came just as my son's daughter-in-law arrived.
71,"Lí ê thâu-mo· tú-hó tn̂g, m̄-bián thì.","Lí1 ê7 thâu7-mo· tú1-hó tn̂g, m̄3-bián1 thì.","你的頭毛拄好長, 毋免剃.","Your hair is just the right length, no need to cut it."
